roadmap_id,role_id,roadmap_type,week_number,day_range,topic,skill_id,course_id,project_id,milestone,estimated_hours
RM0642,ROLE027,90-Day,6,Day 36-42,Learning Module 6,SK163,COURSE0163,PROJ0163,Complete Week 6 objectives,10
RM0643,ROLE027,90-Day,7,Day 43-49,Learning Module 7,SK190,COURSE0190,PROJ0190,Complete Week 7 objectives,10
RM0644,ROLE027,90-Day,8,Day 50-56,Learning Module 8,SK217,COURSE0217,PROJ0217,Complete Week 8 objectives,10
RM0645,ROLE027,90-Day,9,Day 57-63,Learning Module 9,SK244,COURSE0244,PROJ0244,Complete Week 9 objectives,10
RM0646,ROLE027,90-Day,10,Day 64-70,Learning Module 10,SK271,COURSE0271,PROJ0271,Complete Week 10 objectives,10
RM0647,ROLE027,90-Day,11,Day 71-77,Learning Module 11,SK019,COURSE0298,PROJ0298,Complete Week 11 objectives,10
RM0648,ROLE027,90-Day,12,Day 78-84,Learning Module 12,SK046,COURSE0325,PROJ0325,Complete Week 12 objectives,10
RM0649,ROLE028,30-Day,1,Day 1-7,Learning Module 1,SK029,COURSE0029,PROJ0029,Complete Week 1 objectives,20
RM0650,ROLE028,30-Day,2,Day 8-14,Learning Module 2,SK057,COURSE0057,PROJ0057,Complete Week 2 objectives,20
RM0651,ROLE028,30-Day,3,Day 15-21,Learning Module 3,SK085,COURSE0085,PROJ0085,Complete Week 3 objectives,20
RM0652,ROLE028,30-Day,4,Day 22-28,Learning Module 4,SK113,COURSE0113,PROJ0113,Complete Week 4 objectives,20
RM0653,ROLE028,60-Day,1,Day 1-7,Learning Module 1,SK029,COURSE0029,PROJ0029,Complete Week 1 objectives,15
RM0654,ROLE028,60-Day,2,Day 8-14,Learning Module 2,SK057,COURSE0057,PROJ0057,Complete Week 2 objectives,15
RM0655,ROLE028,60-Day,3,Day 15-21,Learning Module 3,SK085,COURSE0085,PROJ0085,Complete Week 3 objectives,15
RM0656,ROLE028,60-Day,4,Day 22-28,Learning Module 4,SK113,COURSE0113,PROJ0113,Complete Week 4 objectives,15
RM0657,ROLE028,60-Day,5,Day 29-35,Learning Module 5,SK141,COURSE0141,PROJ0141,Complete Week 5 objectives,15
RM0658,ROLE028,60-Day,6,Day 36-42,Learning Module 6,SK169,COURSE0169,PROJ0169,Complete Week 6 objectives,15
RM0659,ROLE028,60-Day,7,Day 43-49,Learning Module 7,SK197,COURSE0197,PROJ0197,Complete Week 7 objectives,15
RM0660,ROLE028,60-Day,8,Day 50-56,Learning Module 8,SK225,COURSE0225,PROJ0225,Complete Week 8 objectives,15
RM0661,ROLE028,90-Day,1,Day 1-7,Learning Module 1,SK029,COURSE0029,PROJ0029,Complete Week 1 objectives,10
RM0662,ROLE028,90-Day,2,Day 8-14,Learning Module 2,SK057,COURSE0057,PROJ0057,Complete Week 2 objectives,10
RM0663,ROLE028,90-Day,3,Day 15-21,Learning Module 3,SK085,COURSE0085,PROJ0085,Complete Week 3 objectives,10
RM0664,ROLE028,90-Day,4,Day 22-28,Learning Module 4,SK113,COURSE0113,PROJ0113,Complete Week 4 objectives,10
RM0665,ROLE028,90-Day,5,Day 29-35,Learning Module 5,SK141,COURSE0141,PROJ0141,Complete Week 5 objectives,10
RM0666,ROLE028,90-Day,6,Day 36-42,Learning Module 6,SK169,COURSE0169,PROJ0169,Complete Week 6 objectives,10
RM0667,ROLE028,90-Day,7,Day 43-49,Learning Module 7,SK197,COURSE0197,PROJ0197,Complete Week 7 objectives,10
RM0668,ROLE028,90-Day,8,Day 50-56,Learning Module 8,SK225,COURSE0225,PROJ0225,Complete Week 8 objectives,10
RM0669,ROLE028,90-Day,9,Day 57-63,Learning Module 9,SK253,COURSE0253,PROJ0253,Complete Week 9 objectives,10
RM0670,ROLE028,90-Day,10,Day 64-70,Learning Module 10,SK002,COURSE0281,PROJ0281,Complete Week 10 objectives,10
RM0671,ROLE028,90-Day,11,Day 71-77,Learning Module 11,SK030,COURSE0309,PROJ0309,Complete Week 11 objectives,10
RM0672,ROLE028,90-Day,12,Day 78-84,Learning Module 12,SK058,COURSE0337,PROJ0337,Complete Week 12 objectives,10
RM0673,ROLE029,30-Day,1,Day 1-7,Learning Module 1,SK030,COURSE0030,PROJ0030,Complete Week 1 objectives,20
RM0674,ROLE029,30-Day,2,Day 8-14,Learning Module 2,SK059,COURSE0059,PROJ0059,Complete Week 2 objectives,20
RM0675,ROLE029,30-Day,3,Day 15-21,Learning Module 3,SK088,COURSE0088,PROJ0088,Complete Week 3 objectives,20
RM0676,ROLE029,30-Day,4,Day 22-28,Learning Module 4,SK117,COURSE0117,PROJ0117,Complete Week 4 objectives,20
RM0677,ROLE029,60-Day,1,Day 1-7,Learning Module 1,SK030,COURSE0030,PROJ0030,Complete Week 1 objectives,15
RM0678,ROLE029,60-Day,2,Day 8-14,Learning Module 2,SK059,COURSE0059,PROJ0059,Complete Week 2 objectives,15
RM0679,ROLE029,60-Day,3,Day 15-21,Learning Module 3,SK088,COURSE0088,PROJ0088,Complete Week 3 objectives,15
RM0680,ROLE029,60-Day,4,Day 22-28,Learning Module 4,SK117,COURSE0117,PROJ0117,Complete Week 4 objectives,15
RM0681,ROLE029,60-Day,5,Day 29-35,Learning Module 5,SK146,COURSE0146,PROJ0146,Complete Week 5 objectives,15
RM0682,ROLE029,60-Day,6,Day 36-42,Learning Module 6,SK175,COURSE0175,PROJ0175,Complete Week 6 objectives,15
RM0683,ROLE029,60-Day,7,Day 43-49,Learning Module 7,SK204,COURSE0204,PROJ0204,Complete Week 7 objectives,15
RM0684,ROLE029,60-Day,8,Day 50-56,Learning Module 8,SK233,COURSE0233,PROJ0233,Complete Week 8 objectives,15
RM0685,ROLE029,90-Day,1,Day 1-7,Learning Module 1,SK030,COURSE0030,PROJ0030,Complete Week 1 objectives,10
RM0686,ROLE029,90-Day,2,Day 8-14,Learning Module 2,SK059,COURSE0059,PROJ0059,Complete Week 2 objectives,10
RM0687,ROLE029,90-Day,3,Day 15-21,Learning Module 3,SK088,COURSE0088,PROJ0088,Complete Week 3 objectives,10
RM0688,ROLE029,90-Day,4,Day 22-28,Learning Module 4,SK117,COURSE0117,PROJ0117,Complete Week 4 objectives,10
RM0689,ROLE029,90-Day,5,Day 29-35,Learning Module 5,SK146,COURSE0146,PROJ0146,Complete Week 5 objectives,10
RM0690,ROLE029,90-Day,6,Day 36-42,Learning Module 6,SK175,COURSE0175,PROJ0175,Complete Week 6 objectives,10
RM0691,ROLE029,90-Day,7,Day 43-49,Learning Module 7,SK204,COURSE0204,PROJ0204,Complete Week 7 objectives,10
RM0692,ROLE029,90-Day,8,Day 50-56,Learning Module 8,SK233,COURSE0233,PROJ0233,Complete Week 8 objectives,10
RM0693,ROLE029,90-Day,9,Day 57-63,Learning Module 9,SK262,COURSE0262,PROJ0262,Complete Week 9 objectives,10
RM0694,ROLE029,90-Day,10,Day 64-70,Learning Module 10,SK012,COURSE0291,PROJ0291,Complete Week 10 objectives,10
RM0695,ROLE029,90-Day,11,Day 71-77,Learning Module 11,SK041,COURSE0320,PROJ0320,Complete Week 11 objectives,10
RM0696,ROLE029,90-Day,12,Day 78-84,Learning Module 12,SK070,COURSE0349,PROJ0349,Complete Week 12 objectives,10
RM0697,ROLE030,30-Day,1,Day 1-7,Learning Module 1,SK031,COURSE0031,PROJ0031,Complete Week 1 objectives,20
RM0698,ROLE030,30-Day,2,Day 8-14,Learning Module 2,SK061,COURSE0061,PROJ0061,Complete Week 2 objectives,20
RM0699,ROLE030,30-Day,3,Day 15-21,Learning Module 3,SK091,COURSE0091,PROJ0091,Complete Week 3 objectives,20
RM0700,ROLE030,30-Day,4,Day 22-28,Learning Module 4,SK121,COURSE0121,PROJ0121,Complete Week 4 objectives,20
RM0701,ROLE030,60-Day,1,Day 1-7,Learning Module 1,SK031,COURSE0031,PROJ0031,Complete Week 1 objectives,15
RM0702,ROLE030,60-Day,2,Day 8-14,Learning Module 2,SK061,COURSE0061,PROJ0061,Complete Week 2 objectives,15
RM0703,ROLE030,60-Day,3,Day 15-21,Learning Module 3,SK091,COURSE0091,PROJ0091,Complete Week 3 objectives,15
RM0704,ROLE030,60-Day,4,Day 22-28,Learning Module 4,SK121,COURSE0121,PROJ0121,Complete Week 4 objectives,15
RM0705,ROLE030,60-Day,5,Day 29-35,Learning Module 5,SK151,COURSE0151,PROJ0151,Complete Week 5 objectives,15
RM0706,ROLE030,60-Day,6,Day 36-42,Learning Module 6,SK181,COURSE0181,PROJ0181,Complete Week 6 objectives,15
RM0707,ROLE030,60-Day,7,Day 43-49,Learning Module 7,SK211,COURSE0211,PROJ0211,Complete Week 7 objectives,15
RM0708,ROLE030,60-Day,8,Day 50-56,Learning Module 8,SK241,COURSE0241,PROJ0241,Complete Week 8 objectives,15
RM0709,ROLE030,90-Day,1,Day 1-7,Learning Module 1,SK031,COURSE0031,PROJ0031,Complete Week 1 objectives,10
RM0710,ROLE030,90-Day,2,Day 8-14,Learning Module 2,SK061,COURSE0061,PROJ0061,Complete Week 2 objectives,10
RM0711,ROLE030,90-Day,3,Day 15-21,Learning Module 3,SK091,COURSE0091,PROJ0091,Complete Week 3 objectives,10
RM0712,ROLE030,90-Day,4,Day 22-28,Learning Module 4,SK121,COURSE0121,PROJ0121,Complete Week 4 objectives,10
RM0713,ROLE030,90-Day,5,Day 29-35,Learning Module 5,SK151,COURSE0151,PROJ0151,Complete Week 5 objectives,10
RM0714,ROLE030,90-Day,6,Day 36-42,Learning Module 6,SK181,COURSE0181,PROJ0181,Complete Week 6 objectives,10
RM0715,ROLE030,90-Day,7,Day 43-49,Learning Module 7,SK211,COURSE0211,PROJ0211,Complete Week 7 objectives,10
RM0716,ROLE030,90-Day,8,Day 50-56,Learning Module 8,SK241,COURSE0241,PROJ0241,Complete Week 8 objectives,10
RM0717,ROLE030,90-Day,9,Day 57-63,Learning Module 9,SK271,COURSE0271,PROJ0271,Complete Week 9 objectives,10
RM0718,ROLE030,90-Day,10,Day 64-70,Learning Module 10,SK022,COURSE0301,PROJ0301,Complete Week 10 objectives,10
RM0719,ROLE030,90-Day,11,Day 71-77,Learning Module 11,SK052,COURSE0331,PROJ0331,Complete Week 11 objectives,10
RM0720,ROLE030,90-Day,12,Day 78-84,Learning Module 12,SK082,COURSE0361,PROJ0361,Complete Week 12 objectives,10
RM0721,ROLE031,30-Day,1,Day 1-7,Learning Module 1,SK032,COURSE0032,PROJ0032,Complete Week 1 objectives,20
RM0722,ROLE031,30-Day,2,Day 8-14,Learning Module 2,SK063,COURSE0063,PROJ0063,Complete Week 2 objectives,20
RM0723,ROLE031,30-Day,3,Day 15-21,Learning Module 3,SK094,COURSE0094,PROJ0094,Complete Week 3 objectives,20
RM0724,ROLE031,30-Day,4,Day 22-28,Learning Module 4,SK125,COURSE0125,PROJ0125,Complete Week 4 objectives,20
RM0725,ROLE031,60-Day,1,Day 1-7,Learning Module 1,SK032,COURSE0032,PROJ0032,Complete Week 1 objectives,15
RM0726,ROLE031,60-Day,2,Day 8-14,Learning Module 2,SK063,COURSE0063,PROJ0063,Complete Week 2 objectives,15
RM0727,ROLE031,60-Day,3,Day 15-21,Learning Module 3,SK094,COURSE0094,PROJ0094,Complete Week 3 objectives,15
RM0728,ROLE031,60-Day,4,Day 22-28,Learning Module 4,SK125,COURSE0125,PROJ0125,Complete Week 4 objectives,15
RM0729,ROLE031,60-Day,5,Day 29-35,Learning Module 5,SK156,COURSE0156,PROJ0156,Complete Week 5 objectives,15
RM0730,ROLE031,60-Day,6,Day 36-42,Learning Module 6,SK187,COURSE0187,PROJ0187,Complete Week 6 objectives,15
RM0731,ROLE031,60-Day,7,Day 43-49,Learning Module 7,SK218,COURSE0218,PROJ0218,Complete Week 7 objectives,15
RM0732,ROLE031,60-Day,8,Day 50-56,Learning Module 8,SK249,COURSE0249,PROJ0249,Complete Week 8 objectives,15
RM0733,ROLE031,90-Day,1,Day 1-7,Learning Module 1,SK032,COURSE0032,PROJ0032,Complete Week 1 objectives,10
RM0734,ROLE031,90-Day,2,Day 8-14,Learning Module 2,SK063,COURSE0063,PROJ0063,Complete Week 2 objectives,10
RM0735,ROLE031,90-Day,3,Day 15-21,Learning Module 3,SK094,COURSE0094,PROJ0094,Complete Week 3 objectives,10
RM0736,ROLE031,90-Day,4,Day 22-28,Learning Module 4,SK125,COURSE0125,PROJ0125,Complete Week 4 objectives,10
RM0737,ROLE031,90-Day,5,Day 29-35,Learning Module 5,SK156,COURSE0156,PROJ0156,Complete Week 5 objectives,10
RM0738,ROLE031,90-Day,6,Day 36-42,Learning Module 6,SK187,COURSE0187,PROJ0187,Complete Week 6 objectives,10
RM0739,ROLE031,90-Day,7,Day 43-49,Learning Module 7,SK218,COURSE0218,PROJ0218,Complete Week 7 objectives,10
RM0740,ROLE031,90-Day,8,Day 50-56,Learning Module 8,SK249,COURSE0249,PROJ0249,Complete Week 8 objectives,10
RM0741,ROLE031,90-Day,9,Day 57-63,Learning Module 9,SK001,COURSE0280,PROJ0280,Complete Week 9 objectives,10
RM0742,ROLE031,90-Day,10,Day 64-70,Learning Module 10,SK032,COURSE0311,PROJ0311,Complete Week 10 objectives,10
RM0743,ROLE031,90-Day,11,Day 71-77,Learning Module 11,SK063,COURSE0342,PROJ0342,Complete Week 11 objectives,10
RM0744,ROLE031,90-Day,12,Day 78-84,Learning Module 12,SK094,COURSE0373,PROJ0373,Complete Week 12 objectives,10
RM0745,ROLE032,30-Day,1,Day 1-7,Learning Module 1,SK033,COURSE0033,PROJ0033,Complete Week 1 objectives,20
RM0746,ROLE032,30-Day,2,Day 8-14,Learning Module 2,SK065,COURSE0065,PROJ0065,Complete Week 2 objectives,20
RM0747,ROLE032,30-Day,3,Day 15-21,Learning Module 3,SK097,COURSE0097,PROJ0097,Complete Week 3 objectives,20
RM0748,ROLE032,30-Day,4,Day 22-28,Learning Module 4,SK129,COURSE0129,PROJ0129,Complete Week 4 objectives,20
RM0749,ROLE032,60-Day,1,Day 1-7,Learning Module 1,SK033,COURSE0033,PROJ0033,Complete Week 1 objectives,15
RM0750,ROLE032,60-Day,2,Day 8-14,Learning Module 2,SK065,COURSE0065,PROJ0065,Complete Week 2 objectives,15
RM0751,ROLE032,60-Day,3,Day 15-21,Learning Module 3,SK097,COURSE0097,PROJ0097,Complete Week 3 objectives,15
RM0752,ROLE032,60-Day,4,Day 22-28,Learning Module 4,SK129,COURSE0129,PROJ0129,Complete Week 4 objectives,15
RM0753,ROLE032,60-Day,5,Day 29-35,Learning Module 5,SK161,COURSE0161,PROJ0161,Complete Week 5 objectives,15
RM0754,ROLE032,60-Day,6,Day 36-42,Learning Module 6,SK193,COURSE0193,PROJ0193,Complete Week 6 objectives,15
RM0755,ROLE032,60-Day,7,Day 43-49,Learning Module 7,SK225,COURSE0225,PROJ0225,Complete Week 7 objectives,15
RM0756,ROLE032,60-Day,8,Day 50-56,Learning Module 8,SK257,COURSE0257,PROJ0257,Complete Week 8 objectives,15
RM0757,ROLE032,90-Day,1,Day 1-7,Learning Module 1,SK033,COURSE0033,PROJ0033,Complete Week 1 objectives,10
RM0758,ROLE032,90-Day,2,Day 8-14,Learning Module 2,SK065,COURSE0065,PROJ0065,Complete Week 2 objectives,10
RM0759,ROLE032,90-Day,3,Day 15-21,Learning Module 3,SK097,COURSE0097,PROJ0097,Complete Week 3 objectives,10
RM0760,ROLE032,90-Day,4,Day 22-28,Learning Module 4,SK129,COURSE0129,PROJ0129,Complete Week 4 objectives,10
RM0761,ROLE032,90-Day,5,Day 29-35,Learning Module 5,SK161,COURSE0161,PROJ0161,Complete Week 5 objectives,10
RM0762,ROLE032,90-Day,6,Day 36-42,Learning Module 6,SK193,COURSE0193,PROJ0193,Complete Week 6 objectives,10
RM0763,ROLE032,90-Day,7,Day 43-49,Learning Module 7,SK225,COURSE0225,PROJ0225,Complete Week 7 objectives,10
RM0764,ROLE032,90-Day,8,Day 50-56,Learning Module 8,SK257,COURSE0257,PROJ0257,Complete Week 8 objectives,10
RM0765,ROLE032,90-Day,9,Day 57-63,Learning Module 9,SK010,COURSE0289,PROJ0289,Complete Week 9 objectives,10
RM0766,ROLE032,90-Day,10,Day 64-70,Learning Module 10,SK042,COURSE0321,PROJ0321,Complete Week 10 objectives,10
RM0767,ROLE032,90-Day,11,Day 71-77,Learning Module 11,SK074,COURSE0353,PROJ0353,Complete Week 11 objectives,10
RM0768,ROLE032,90-Day,12,Day 78-84,Learning Module 12,SK106,COURSE0385,PROJ0385,Complete Week 12 objectives,10
RM0769,ROLE033,30-Day,1,Day 1-7,Learning Module 1,SK034,COURSE0034,PROJ0034,Complete Week 1 objectives,20
RM0770,ROLE033,30-Day,2,Day 8-14,Learning Module 2,SK067,COURSE0067,PROJ0067,Complete Week 2 objectives,20
RM0771,ROLE033,30-Day,3,Day 15-21,Learning Module 3,SK100,COURSE0100,PROJ0100,Complete Week 3 objectives,20
RM0772,ROLE033,30-Day,4,Day 22-28,Learning Module 4,SK133,COURSE0133,PROJ0133,Complete Week 4 objectives,20
RM0773,ROLE033,60-Day,1,Day 1-7,Learning Module 1,SK034,COURSE0034,PROJ0034,Complete Week 1 objectives,15
RM0774,ROLE033,60-Day,2,Day 8-14,Learning Module 2,SK067,COURSE0067,PROJ0067,Complete Week 2 objectives,15
RM0775,ROLE033,60-Day,3,Day 15-21,Learning Module 3,SK100,COURSE0100,PROJ0100,Complete Week 3 objectives,15
RM0776,ROLE033,60-Day,4,Day 22-28,Learning Module 4,SK133,COURSE0133,PROJ0133,Complete Week 4 objectives,15
RM0777,ROLE033,60-Day,5,Day 29-35,Learning Module 5,SK166,COURSE0166,PROJ0166,Complete Week 5 objectives,15
RM0778,ROLE033,60-Day,6,Day 36-42,Learning Module 6,SK199,COURSE0199,PROJ0199,Complete Week 6 objectives,15
RM0779,ROLE033,60-Day,7,Day 43-49,Learning Module 7,SK232,COURSE0232,PROJ0232,Complete Week 7 objectives,15
RM0780,ROLE033,60-Day,8,Day 50-56,Learning Module 8,SK265,COURSE0265,PROJ0265,Complete Week 8 objectives,15
RM0781,ROLE033,90-Day,1,Day 1-7,Learning Module 1,SK034,COURSE0034,PROJ0034,Complete Week 1 objectives,10
RM0782,ROLE033,90-Day,2,Day 8-14,Learning Module 2,SK067,COURSE0067,PROJ0067,Complete Week 2 objectives,10
RM0783,ROLE033,90-Day,3,Day 15-21,Learning Module 3,SK100,COURSE0100,PROJ0100,Complete Week 3 objectives,10
RM0784,ROLE033,90-Day,4,Day 22-28,Learning Module 4,SK133,COURSE0133,PROJ0133,Complete Week 4 objectives,10
RM0785,ROLE033,90-Day,5,Day 29-35,Learning Module 5,SK166,COURSE0166,PROJ0166,Complete Week 5 objectives,10
RM0786,ROLE033,90-Day,6,Day 36-42,Learning Module 6,SK199,COURSE0199,PROJ0199,Complete Week 6 objectives,10
RM0787,ROLE033,90-Day,7,Day 43-49,Learning Module 7,SK232,COURSE0232,PROJ0232,Complete Week 7 objectives,10
RM0788,ROLE033,90-Day,8,Day 50-56,Learning Module 8,SK265,COURSE0265,PROJ0265,Complete Week 8 objectives,10
RM0789,ROLE033,90-Day,9,Day 57-63,Learning Module 9,SK019,COURSE0298,PROJ0298,Complete Week 9 objectives,10
RM0790,ROLE033,90-Day,10,Day 64-70,Learning Module 10,SK052,COURSE0331,PROJ0331,Complete Week 10 objectives,10
RM0791,ROLE033,90-Day,11,Day 71-77,Learning Module 11,SK085,COURSE0364,PROJ0364,Complete Week 11 objectives,10
RM0792,ROLE033,90-Day,12,Day 78-84,Learning Module 12,SK118,COURSE0397,PROJ0397,Complete Week 12 objectives,10
RM0793,ROLE034,30-Day,1,Day 1-7,Learning Module 1,SK035,COURSE0035,PROJ0035,Complete Week 1 objectives,20
RM0794,ROLE034,30-Day,2,Day 8-14,Learning Module 2,SK069,COURSE0069,PROJ0069,Complete Week 2 objectives,20
RM0795,ROLE034,30-Day,3,Day 15-21,Learning Module 3,SK103,COURSE0103,PROJ0103,Complete Week 3 objectives,20
RM0796,ROLE034,30-Day,4,Day 22-28,Learning Module 4,SK137,COURSE0137,PROJ0137,Complete Week 4 objectives,20
RM0797,ROLE034,60-Day,1,Day 1-7,Learning Module 1,SK035,COURSE0035,PROJ0035,Complete Week 1 objectives,15
RM0798,ROLE034,60-Day,2,Day 8-14,Learning Module 2,SK069,COURSE0069,PROJ0069,Complete Week 2 objectives,15
RM0799,ROLE034,60-Day,3,Day 15-21,Learning Module 3,SK103,COURSE0103,PROJ0103,Complete Week 3 objectives,15
RM0800,ROLE034,60-Day,4,Day 22-28,Learning Module 4,SK137,COURSE0137,PROJ0137,Complete Week 4 objectives,15
RM0801,ROLE034,60-Day,5,Day 29-35,Learning Module 5,SK171,COURSE0171,PROJ0171,Complete Week 5 objectives,15
RM0802,ROLE034,60-Day,6,Day 36-42,Learning Module 6,SK205,COURSE0205,PROJ0205,Complete Week 6 objectives,15
RM0803,ROLE034,60-Day,7,Day 43-49,Learning Module 7,SK239,COURSE0239,PROJ0239,Complete Week 7 objectives,15
RM0804,ROLE034,60-Day,8,Day 50-56,Learning Module 8,SK273,COURSE0273,PROJ0273,Complete Week 8 objectives,15
RM0805,ROLE034,90-Day,1,Day 1-7,Learning Module 1,SK035,COURSE0035,PROJ0035,Complete Week 1 objectives,10
RM0806,ROLE034,90-Day,2,Day 8-14,Learning Module 2,SK069,COURSE0069,PROJ0069,Complete Week 2 objectives,10
RM0807,ROLE034,90-Day,3,Day 15-21,Learning Module 3,SK103,COURSE0103,PROJ0103,Complete Week 3 objectives,10
RM0808,ROLE034,90-Day,4,Day 22-28,Learning Module 4,SK137,COURSE0137,PROJ0137,Complete Week 4 objectives,10
RM0809,ROLE034,90-Day,5,Day 29-35,Learning Module 5,SK171,COURSE0171,PROJ0171,Complete Week 5 objectives,10
RM0810,ROLE034,90-Day,6,Day 36-42,Learning Module 6,SK205,COURSE0205,PROJ0205,Complete Week 6 objectives,10
RM0811,ROLE034,90-Day,7,Day 43-49,Learning Module 7,SK239,COURSE0239,PROJ0239,Complete Week 7 objectives,10
RM0812,ROLE034,90-Day,8,Day 50-56,Learning Module 8,SK273,COURSE0273,PROJ0273,Complete Week 8 objectives,10
RM0813,ROLE034,90-Day,9,Day 57-63,Learning Module 9,SK028,COURSE0307,PROJ0307,Complete Week 9 objectives,10
RM0814,ROLE034,90-Day,10,Day 64-70,Learning Module 10,SK062,COURSE0341,PROJ0341,Complete Week 10 objectives,10
RM0815,ROLE034,90-Day,11,Day 71-77,Learning Module 11,SK096,COURSE0375,PROJ0375,Complete Week 11 objectives,10
RM0816,ROLE034,90-Day,12,Day 78-84,Learning Module 12,SK130,COURSE0409,PROJ0009,Complete Week 12 objectives,10
RM0817,ROLE035,30-Day,1,Day 1-7,Learning Module 1,SK036,COURSE0036,PROJ0036,Complete Week 1 objectives,20
RM0818,ROLE035,30-Day,2,Day 8-14,Learning Module 2,SK071,COURSE0071,PROJ0071,Complete Week 2 objectives,20
RM0819,ROLE035,30-Day,3,Day 15-21,Learning Module 3,SK106,COURSE0106,PROJ0106,Complete Week 3 objectives,20
RM0820,ROLE035,30-Day,4,Day 22-28,Learning Module 4,SK141,COURSE0141,PROJ0141,Complete Week 4 objectives,20
RM0821,ROLE035,60-Day,1,Day 1-7,Learning Module 1,SK036,COURSE0036,PROJ0036,Complete Week 1 objectives,15
RM0822,ROLE035,60-Day,2,Day 8-14,Learning Module 2,SK071,COURSE0071,PROJ0071,Complete Week 2 objectives,15
RM0823,ROLE035,60-Day,3,Day 15-21,Learning Module 3,SK106,COURSE0106,PROJ0106,Complete Week 3 objectives,15
RM0824,ROLE035,60-Day,4,Day 22-28,Learning Module 4,SK141,COURSE0141,PROJ0141,Complete Week 4 objectives,15
RM0825,ROLE035,60-Day,5,Day 29-35,Learning Module 5,SK176,COURSE0176,PROJ0176,Complete Week 5 objectives,15
RM0826,ROLE035,60-Day,6,Day 36-42,Learning Module 6,SK211,COURSE0211,PROJ0211,Complete Week 6 objectives,15
RM0827,ROLE035,60-Day,7,Day 43-49,Learning Module 7,SK246,COURSE0246,PROJ0246,Complete Week 7 objectives,15
RM0828,ROLE035,60-Day,8,Day 50-56,Learning Module 8,SK002,COURSE0281,PROJ0281,Complete Week 8 objectives,15
RM0829,ROLE035,90-Day,1,Day 1-7,Learning Module 1,SK036,COURSE0036,PROJ0036,Complete Week 1 objectives,10
RM0830,ROLE035,90-Day,2,Day 8-14,Learning Module 2,SK071,COURSE0071,PROJ0071,Complete Week 2 objectives,10
RM0831,ROLE035,90-Day,3,Day 15-21,Learning Module 3,SK106,COURSE0106,PROJ0106,Complete Week 3 objectives,10
RM0832,ROLE035,90-Day,4,Day 22-28,Learning Module 4,SK141,COURSE0141,PROJ0141,Complete Week 4 objectives,10
RM0833,ROLE035,90-Day,5,Day 29-35,Learning Module 5,SK176,COURSE0176,PROJ0176,Complete Week 5 objectives,10
RM0834,ROLE035,90-Day,6,Day 36-42,Learning Module 6,SK211,COURSE0211,PROJ0211,Complete Week 6 objectives,10
RM0835,ROLE035,90-Day,7,Day 43-49,Learning Module 7,SK246,COURSE0246,PROJ0246,Complete Week 7 objectives,10
RM0836,ROLE035,90-Day,8,Day 50-56,Learning Module 8,SK002,COURSE0281,PROJ0281,Complete Week 8 objectives,10
RM0837,ROLE035,90-Day,9,Day 57-63,Learning Module 9,SK037,COURSE0316,PROJ0316,Complete Week 9 objectives,10
RM0838,ROLE035,90-Day,10,Day 64-70,Learning Module 10,SK072,COURSE0351,PROJ0351,Complete Week 10 objectives,10
RM0839,ROLE035,90-Day,11,Day 71-77,Learning Module 11,SK107,COURSE0386,PROJ0386,Complete Week 11 objectives,10
RM0840,ROLE035,90-Day,12,Day 78-84,Learning Module 12,SK142,COURSE0421,PROJ0021,Complete Week 12 objectives,10
RM0841,ROLE036,30-Day,1,Day 1-7,Learning Module 1,SK037,COURSE0037,PROJ0037,Complete Week 1 objectives,20
RM0842,ROLE036,30-Day,2,Day 8-14,Learning Module 2,SK073,COURSE0073,PROJ0073,Complete Week 2 objectives,20
RM0843,ROLE036,30-Day,3,Day 15-21,Learning Module 3,SK109,COURSE0109,PROJ0109,Complete Week 3 objectives,20
RM0844,ROLE036,30-Day,4,Day 22-28,Learning Module 4,SK145,COURSE0145,PROJ0145,Complete Week 4 objectives,20
RM0845,ROLE036,60-Day,1,Day 1-7,Learning Module 1,SK037,COURSE0037,PROJ0037,Complete Week 1 objectives,15
RM0846,ROLE036,60-Day,2,Day 8-14,Learning Module 2,SK073,COURSE0073,PROJ0073,Complete Week 2 objectives,15
RM0847,ROLE036,60-Day,3,Day 15-21,Learning Module 3,SK109,COURSE0109,PROJ0109,Complete Week 3 objectives,15
RM0848,ROLE036,60-Day,4,Day 22-28,Learning Module 4,SK145,COURSE0145,PROJ0145,Complete Week 4 objectives,15
RM0849,ROLE036,60-Day,5,Day 29-35,Learning Module 5,SK181,COURSE0181,PROJ0181,Complete Week 5 objectives,15
RM0850,ROLE036,60-Day,6,Day 36-42,Learning Module 6,SK217,COURSE0217,PROJ0217,Complete Week 6 objectives,15
RM0851,ROLE036,60-Day,7,Day 43-49,Learning Module 7,SK253,COURSE0253,PROJ0253,Complete Week 7 objectives,15
RM0852,ROLE036,60-Day,8,Day 50-56,Learning Module 8,SK010,COURSE0289,PROJ0289,Complete Week 8 objectives,15
RM0853,ROLE036,90-Day,1,Day 1-7,Learning Module 1,SK037,COURSE0037,PROJ0037,Complete Week 1 objectives,10
RM0854,ROLE036,90-Day,2,Day 8-14,Learning Module 2,SK073,COURSE0073,PROJ0073,Complete Week 2 objectives,10
RM0855,ROLE036,90-Day,3,Day 15-21,Learning Module 3,SK109,COURSE0109,PROJ0109,Complete Week 3 objectives,10
