student_id,branch,year,cgpa,current_skills,skill_level,certifications,dream_role,available_hours_per_week,learning_mode,career_goal
STU599,Computer Science,3rd,9.51,"Python, Machine Learning, React, SQL",Advanced,Google Data Analytics,Software Developer,14,Online,Startup
STU600,Electronics & Communication,2nd,9.45,"Verilog, MATLAB, Embedded C",Intermediate,Cisco CCNA,IoT Developer,8,Offline,Government Job
STU601,Computer Science,3rd,6.55,"React, Python, Java, Data Structures",Intermediate,Google Data Analytics,ML Engineer,7,Hybrid,Startup
STU602,Electronics & Communication,4th,9.24,"MATLAB, Embedded C, C++, Verilog, C",Beginner,AWS Cloud Practitioner,VLSI Engineer,11,Hybrid,Placement
STU603,Electronics & Communication,3rd,9.09,"C++, MATLAB, Verilog, Embedded C",Beginner,None,Embedded Systems Engineer,9,Offline,Government Job
STU604,Civil,2nd,7.99,"Excel, STAAD Pro, Surveying",Advanced,Cisco CCNA,Structural Engineer,18,Online,Government Job
STU605,Computer Science,3rd,9.49,"Machine Learning, Algorithms, SQL, Java",Intermediate,NPTEL Python,Data Scientist,15,Offline,Startup
STU606,Computer Science,4th,8.38,"Python, Git, Algorithms, Data Structures, Java",Beginner,Cisco CCNA,ML Engineer,7,Online,Government Job
STU607,Chemical,1st,8.15,"Excel, Process Simulation",Beginner,None,Production Engineer,17,Hybrid,Government Job
STU608,Computer Science,2nd,6.57,"Python, Algorithms, React",Advanced,None,ML Engineer,19,Online,Higher Studies
STU609,Computer Science,2nd,8.9,"React, Machine Learning, Algorithms",Intermediate,NPTEL Python,Software Developer,12,Offline,Placement
STU610,Chemical,2nd,6.66,"Safety Management, MATLAB, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,16,Offline,Government Job
STU611,Civil,2nd,6.43,"STAAD Pro, AutoCAD, Excel",Advanced,Google Data Analytics,Structural Engineer,14,Hybrid,Placement
STU612,Computer Science,3rd,7.75,"Algorithms, Git, SQL, Python",Beginner,Cisco CCNA,ML Engineer,18,Hybrid,Startup
STU613,Information Technology,4th,9.62,"JavaScript, Git, SQL, Node.js, Python",Beginner,None,Cloud Engineer,9,Online,Startup
STU614,Computer Science,4th,8.49,"Java, Git, Machine Learning, Python, Data Structures",Intermediate,Cisco CCNA,Backend Developer,14,Online,Higher Studies
STU615,Information Technology,1st,7.61,"SQL, React",Advanced,Google Data Analytics,Software Developer,11,Offline,Higher Studies
STU616,Mechanical,1st,6.06,"SolidWorks, AutoCAD",Intermediate,None,Robotics Engineer,11,Hybrid,Higher Studies
STU617,Chemical,2nd,8.13,"Safety Management, Excel, MATLAB",Advanced,NPTEL Python,Production Engineer,5,Offline,Government Job
STU618,Electronics & Communication,1st,7.61,"MATLAB, Verilog",Advanced,NPTEL Python,VLSI Engineer,5,Offline,Government Job
STU619,Computer Science,4th,7.22,"Machine Learning, Algorithms, Git, Data Structures, Python",Advanced,Google Data Analytics,Data Scientist,15,Online,Government Job
STU620,Mechanical,2nd,6.37,"MATLAB, SolidWorks, ANSYS",Intermediate,AWS Cloud Practitioner,Automotive Engineer,9,Offline,Higher Studies
STU621,Chemical,3rd,7.16,"Safety Management, MATLAB, Excel, Process Simulation",Intermediate,AWS Cloud Practitioner,Production Engineer,7,Offline,Government Job
STU622,Mechanical,2nd,7.61,"ANSYS, SolidWorks, AutoCAD",Intermediate,None,Robotics Engineer,9,Hybrid,Startup
STU623,Mechanical,4th,6.91,"MATLAB, AutoCAD, SolidWorks, ANSYS",Intermediate,Cisco CCNA,Robotics Engineer,9,Online,Startup
STU624,Electrical,4th,9.57,"PLC Programming, Power Systems, MATLAB, Circuit Design",Beginner,None,Electrical Engineer,14,Hybrid,Government Job
STU625,Civil,1st,6.01,"AutoCAD, Surveying",Beginner,NPTEL Python,Civil Site Engineer,7,Offline,Government Job
STU626,Information Technology,3rd,6.81,"Git, Node.js, JavaScript, Python",Intermediate,NPTEL Python,Full Stack Developer,19,Offline,Government Job
STU627,Electrical,1st,6.11,"Circuit Design, Power Systems",Beginner,NPTEL Python,Electrical Engineer,14,Hybrid,Startup
STU628,Computer Science,3rd,8.13,"Data Structures, Machine Learning, Python, React",Beginner,Cisco CCNA,ML Engineer,16,Hybrid,Placement
STU629,Computer Science,4th,8.84,"Java, Algorithms, Python, Git, SQL",Intermediate,None,Software Developer,15,Online,Higher Studies
STU630,Electronics & Communication,2nd,9.12,"C, C++, Embedded C",Beginner,NPTEL Python,Embedded Systems Engineer,18,Hybrid,Startup
STU631,Computer Science,4th,8.21,"Data Structures, Java, SQL, Algorithms, Machine Learning",Advanced,Google Data Analytics,ML Engineer,19,Offline,Government Job
STU632,Electronics & Communication,1st,8.38,"MATLAB, C",Advanced,Google Data Analytics,VLSI Engineer,10,Online,Placement
STU633,Mechanical,4th,7.87,"MATLAB, AutoCAD, ANSYS, SolidWorks",Intermediate,Google Data Analytics,Automotive Engineer,5,Online,Higher Studies
STU634,Electronics & Communication,3rd,6.86,"C, MATLAB, Embedded C, Verilog",Intermediate,None,VLSI Engineer,10,Online,Placement
STU635,Computer Science,4th,6.7,"Java, Git, React, Python, Machine Learning",Intermediate,NPTEL Python,Data Scientist,5,Online,Government Job
STU636,Civil,3rd,7.2,"AutoCAD, Surveying, Excel, STAAD Pro",Intermediate,None,Structural Engineer,5,Offline,Government Job
STU637,Mechanical,3rd,7.0,"SolidWorks, AutoCAD, ANSYS, MATLAB",Advanced,NPTEL Python,Robotics Engineer,8,Online,Startup
STU638,Electrical,2nd,6.57,"Power Systems, PLC Programming, Circuit Design",Beginner,AWS Cloud Practitioner,Electrical Engineer,9,Hybrid,Higher Studies
STU639,Computer Science,1st,6.01,"Git, Data Structures",Advanced,Google Data Analytics,Software Developer,19,Online,Government Job
STU640,Information Technology,1st,6.5,"JavaScript, Node.js",Beginner,Cisco CCNA,Cloud Engineer,14,Hybrid,Government Job
STU641,Chemical,4th,7.33,"Safety Management, Process Simulation, MATLAB, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,9,Offline,Government Job
STU642,Information Technology,3rd,8.47,"React, SQL, Python, Git",Advanced,NPTEL Python,Cloud Engineer,16,Online,Startup
STU643,Chemical,3rd,8.48,"MATLAB, Safety Management, Process Simulation, Excel",Intermediate,Google Data Analytics,Production Engineer,11,Online,Higher Studies
STU644,Electrical,1st,7.71,"MATLAB, Circuit Design",Advanced,None,Electrical Engineer,10,Offline,Higher Studies
STU645,Mechanical,4th,7.39,"SolidWorks, AutoCAD, ANSYS, MATLAB",Beginner,AWS Cloud Practitioner,Robotics Engineer,14,Online,Placement
STU646,Information Technology,3rd,8.9,"Node.js, React, Git, JavaScript",Intermediate,None,Software Developer,5,Offline,Government Job
STU647,Civil,4th,7.5,"STAAD Pro, AutoCAD, Excel, Surveying",Advanced,NPTEL Python,Civil Site Engineer,14,Offline,Higher Studies
STU648,Chemical,4th,8.13,"Excel, Process Simulation, Safety Management, MATLAB",Beginner,None,Process Engineer,14,Hybrid,Higher Studies
STU649,Information Technology,3rd,6.27,"React, Git, Node.js, JavaScript",Advanced,Google Data Analytics,Full Stack Developer,10,Hybrid,Higher Studies
STU650,Mechanical,3rd,9.45,"SolidWorks, AutoCAD, ANSYS, MATLAB",Intermediate,Cisco CCNA,Robotics Engineer,13,Hybrid,Government Job
STU651,Chemical,3rd,6.4,"MATLAB, Safety Management, Process Simulation, Excel",Beginner,AWS Cloud Practitioner,Production Engineer,10,Online,Startup
STU652,Information Technology,2nd,7.55,"Git, Python, React",Beginner,None,Cloud Engineer,10,Hybrid,Government Job
STU653,Information Technology,2nd,8.7,"SQL, React, Node.js",Beginner,AWS Cloud Practitioner,Software Developer,14,Online,Government Job
STU654,Electronics & Communication,4th,9.66,"Verilog, MATLAB, C++, C, Embedded C",Intermediate,Cisco CCNA,VLSI Engineer,13,Hybrid,Startup
STU655,Information Technology,3rd,8.95,"Git, Python, React, Node.js",Intermediate,None,Cloud Engineer,13,Hybrid,Higher Studies
STU656,Mechanical,3rd,6.83,"AutoCAD, ANSYS, SolidWorks, MATLAB",Advanced,Google Data Analytics,Robotics Engineer,18,Online,Startup
STU657,Chemical,1st,6.88,"Safety Management, MATLAB",Intermediate,Cisco CCNA,Production Engineer,10,Offline,Higher Studies
STU658,Electrical,1st,8.57,"Power Systems, MATLAB",Advanced,AWS Cloud Practitioner,Electrical Engineer,15,Hybrid,Government Job
STU659,Computer Science,1st,6.47,"Data Structures, Python",Intermediate,Google Data Analytics,Software Developer,19,Online,Government Job
STU660,Chemical,3rd,8.46,"MATLAB, Safety Management, Excel, Process Simulation",Beginner,NPTEL Python,Production Engineer,18,Hybrid,Placement
STU661,Computer Science,2nd,7.8,"Java, React, SQL",Intermediate,Google Data Analytics,ML Engineer,9,Hybrid,Startup
STU662,Electrical,3rd,8.64,"MATLAB, Power Systems, Circuit Design, PLC Programming",Advanced,AWS Cloud Practitioner,Power Systems Engineer,11,Offline,Higher Studies
STU663,Mechanical,4th,6.31,"SolidWorks, AutoCAD, MATLAB, ANSYS",Intermediate,Google Data Analytics,Automotive Engineer,18,Hybrid,Higher Studies
STU664,Electronics & Communication,3rd,7.33,"C, MATLAB, Verilog, Embedded C",Beginner,NPTEL Python,IoT Developer,18,Online,Startup
STU665,Electronics & Communication,1st,8.62,"C++, Embedded C",Beginner,AWS Cloud Practitioner,VLSI Engineer,15,Hybrid,Higher Studies
STU666,Civil,4th,6.36,"Excel, STAAD Pro, AutoCAD, Surveying",Beginner,AWS Cloud Practitioner,Civil Site Engineer,11,Hybrid,Startup
STU667,Chemical,2nd,6.15,"MATLAB, Excel, Process Simulation",Beginner,None,Production Engineer,13,Offline,Placement
STU668,Mechanical,2nd,6.89,"AutoCAD, ANSYS, MATLAB",Intermediate,Google Data Analytics,Robotics Engineer,18,Offline,Higher Studies
STU669,Chemical,2nd,7.08,"Safety Management, Excel, Process Simulation",Intermediate,AWS Cloud Practitioner,Production Engineer,5,Offline,Government Job
STU670,Electrical,1st,7.39,"Power Systems, PLC Programming",Beginner,Cisco CCNA,Power Systems Engineer,20,Offline,Government Job
STU671,Computer Science,4th,8.61,"Machine Learning, Git, Python, React, Data Structures",Advanced,Cisco CCNA,Data Scientist,13,Offline,Startup
STU672,Civil,1st,8.19,"Surveying, AutoCAD",Advanced,NPTEL Python,Civil Site Engineer,13,Hybrid,Startup
STU673,Information Technology,4th,6.44,"SQL, Git, JavaScript, Node.js, Python",Beginner,AWS Cloud Practitioner,Full Stack Developer,17,Offline,Higher Studies
STU674,Electrical,2nd,7.26,"MATLAB, Power Systems, PLC Programming",Advanced,Google Data Analytics,Power Systems Engineer,17,Online,Higher Studies
STU675,Electrical,1st,6.4,"Power Systems, PLC Programming",Advanced,NPTEL Python,Electrical Engineer,15,Offline,Placement
STU676,Computer Science,2nd,8.12,"Data Structures, Java, SQL",Advanced,NPTEL Python,Data Scientist,15,Hybrid,Placement
STU677,Information Technology,3rd,9.67,"React, SQL, JavaScript, Node.js",Intermediate,Google Data Analytics,Full Stack Developer,10,Offline,Higher Studies
STU678,Mechanical,1st,7.06,"AutoCAD, SolidWorks",Beginner,None,Mechanical Design Engineer,10,Online,Placement
STU679,Information Technology,2nd,6.46,"SQL, Python, JavaScript",Intermediate,Google Data Analytics,Cloud Engineer,15,Online,Placement
STU680,Mechanical,2nd,6.37,"MATLAB, ANSYS, AutoCAD",Intermediate,AWS Cloud Practitioner,Robotics Engineer,9,Hybrid,Placement
STU681,Civil,4th,7.81,"AutoCAD, STAAD Pro, Excel, Surveying",Intermediate,Cisco CCNA,Civil Site Engineer,12,Online,Placement
STU682,Chemical,3rd,9.24,"MATLAB, Process Simulation, Safety Management, Excel",Advanced,NPTEL Python,Production Engineer,18,Hybrid,Government Job
STU683,Mechanical,1st,9.49,"ANSYS, MATLAB",Advanced,Google Data Analytics,Automotive Engineer,7,Hybrid,Government Job
STU684,Computer Science,3rd,6.51,"React, Java, Algorithms, SQL",Advanced,None,Data Scientist,20,Offline,Government Job
STU685,Electronics & Communication,2nd,8.22,"Verilog, Embedded C, C",Intermediate,NPTEL Python,VLSI Engineer,17,Hybrid,Higher Studies
STU686,Electrical,4th,8.17,"Circuit Design, MATLAB, Power Systems, PLC Programming",Intermediate,None,Electrical Engineer,18,Offline,Startup
STU687,Information Technology,3rd,7.51,"Git, Python, Node.js, SQL",Advanced,Cisco CCNA,Full Stack Developer,12,Hybrid,Government Job
STU688,Computer Science,4th,7.55,"Git, Python, SQL, Machine Learning, Data Structures",Advanced,NPTEL Python,ML Engineer,10,Online,Placement
STU689,Civil,3rd,9.8,"Excel, AutoCAD, STAAD Pro, Surveying",Intermediate,NPTEL Python,Civil Site Engineer,19,Online,Government Job
STU690,Mechanical,1st,8.66,"SolidWorks, AutoCAD",Advanced,Google Data Analytics,Automotive Engineer,7,Online,Government Job
STU691,Civil,1st,7.83,"Excel, STAAD Pro",Advanced,Google Data Analytics,Structural Engineer,16,Offline,Startup
STU692,Computer Science,2nd,6.08,"Git, Algorithms, SQL",Beginner,None,Software Developer,18,Offline,Government Job
STU693,Electronics & Communication,2nd,6.59,"Embedded C, C, MATLAB",Beginner,Cisco CCNA,IoT Developer,17,Offline,Placement
STU694,Electronics & Communication,3rd,7.84,"MATLAB, C++, C, Embedded C",Beginner,NPTEL Python,IoT Developer,12,Hybrid,Placement
STU695,Computer Science,3rd,7.57,"Java, Algorithms, Data Structures, SQL",Beginner,Cisco CCNA,Software Developer,19,Offline,Government Job
STU696,Civil,4th,8.0,"Excel, STAAD Pro, Surveying, AutoCAD",Intermediate,Cisco CCNA,Civil Site Engineer,12,Offline,Startup
STU697,Information Technology,3rd,9.44,"SQL, React, Git, JavaScript",Advanced,AWS Cloud Practitioner,Software Developer,6,Online,Government Job
STU698,Information Technology,1st,9.06,"JavaScript, SQL",Intermediate,Cisco CCNA,Cloud Engineer,5,Offline,Government Job
STU699,Chemical,2nd,9.11,"Process Simulation, Safety Management, MATLAB",Beginner,NPTEL Python,Process Engineer,11,Hybrid,Government Job
STU700,Chemical,3rd,6.82,"MATLAB, Excel, Safety Management, Process Simulation",Advanced,Google Data Analytics,Production Engineer,16,Offline,Startup
STU701,Computer Science,2nd,8.7,"Algorithms, Data Structures, Python",Advanced,Google Data Analytics,ML Engineer,6,Offline,Startup
STU702,Civil,3rd,7.69,"AutoCAD, STAAD Pro, Surveying, Excel",Beginner,AWS Cloud Practitioner,Structural Engineer,6,Offline,Placement
STU703,Civil,1st,6.68,"Surveying, Excel",Beginner,AWS Cloud Practitioner,Structural Engineer,18,Online,Startup
STU704,Electronics & Communication,4th,7.59,"Embedded C, C++, Verilog, C, MATLAB",Intermediate,Cisco CCNA,VLSI Engineer,6,Offline,Government Job
STU705,Electronics & Communication,4th,8.89,"MATLAB, Verilog, C, Embedded C, C++",Beginner,None,Embedded Systems Engineer,10,Hybrid,Higher Studies
STU706,Chemical,1st,8.29,"Excel, MATLAB",Advanced,Cisco CCNA,Process Engineer,6,Hybrid,Higher Studies
STU707,Computer Science,4th,7.32,"Algorithms, Data Structures, Git, Machine Learning, Python",Advanced,AWS Cloud Practitioner,Data Scientist,18,Hybrid,Startup
STU708,Civil,2nd,9.78,"Surveying, Excel, AutoCAD",Advanced,None,Civil Site Engineer,16,Hybrid,Government Job
STU709,Civil,2nd,8.11,"Surveying, AutoCAD, STAAD Pro",Intermediate,Google Data Analytics,Structural Engineer,17,Online,Government Job
STU710,Mechanical,1st,7.98,"MATLAB, AutoCAD",Advanced,Cisco CCNA,Mechanical Design Engineer,19,Online,Startup
STU711,Information Technology,4th,6.56,"JavaScript, Git, Python, React, Node.js",Beginner,Google Data Analytics,Cloud Engineer,20,Offline,Higher Studies
STU712,Chemical,3rd,6.02,"MATLAB, Safety Management, Excel, Process Simulation",Intermediate,Cisco CCNA,Production Engineer,15,Hybrid,Higher Studies
STU713,Electrical,3rd,7.38,"Power Systems, Circuit Design, MATLAB, PLC Programming",Beginner,AWS Cloud Practitioner,Power Systems Engineer,16,Offline,Higher Studies
STU714,Electrical,2nd,8.45,"MATLAB, PLC Programming, Power Systems",Intermediate,Google Data Analytics,Power Systems Engineer,18,Offline,Government Job
STU715,Electronics & Communication,2nd,6.39,"C++, Verilog, Embedded C",Intermediate,AWS Cloud Practitioner,Embedded Systems Engineer,6,Hybrid,Government Job
STU716,Chemical,2nd,9.66,"MATLAB, Safety Management, Process Simulation",Beginner,Google Data Analytics,Production Engineer,8,Offline,Government Job
STU717,Electronics & Communication,2nd,7.59,"C, Embedded C, C++",Intermediate,Google Data Analytics,Embedded Systems Engineer,11,Online,Higher Studies
STU718,Information Technology,2nd,8.37,"JavaScript, SQL, React",Advanced,AWS Cloud Practitioner,Cloud Engineer,15,Hybrid,Placement
STU719,Computer Science,4th,8.15,"Algorithms, Python, React, Machine Learning, Data Structures",Intermediate,Google Data Analytics,Software Developer,15,Hybrid,Government Job
STU720,Computer Science,3rd,6.01,"Data Structures, Git, Python, Java",Advanced,AWS Cloud Practitioner,Data Scientist,5,Offline,Startup
STU721,Chemical,3rd,8.08,"Process Simulation, MATLAB, Safety Management, Excel",Beginner,AWS Cloud Practitioner,Process Engineer,17,Hybrid,Higher Studies
STU722,Chemical,4th,8.09,"Process Simulation, MATLAB, Excel, Safety Management",Beginner,AWS Cloud Practitioner,Process Engineer,8,Hybrid,Higher Studies
STU723,Information Technology,2nd,8.55,"SQL, Python, JavaScript",Intermediate,None,Cloud Engineer,11,Hybrid,Government Job
STU724,Information Technology,1st,8.5,"Node.js, React",Intermediate,Google Data Analytics,Full Stack Developer,14,Offline,Placement
STU725,Computer Science,2nd,7.95,"Python, SQL, Git",Beginner,Cisco CCNA,Backend Developer,17,Online,Placement
STU726,Chemical,4th,7.16,"MATLAB, Process Simulation, Excel, Safety Management",Beginner,NPTEL Python,Production Engineer,20,Online,Government Job
STU727,Mechanical,1st,7.97,"ANSYS, SolidWorks",Intermediate,Google Data Analytics,Mechanical Design Engineer,12,Offline,Placement
STU728,Civil,4th,9.49,"AutoCAD, Excel, Surveying, STAAD Pro",Advanced,None,Civil Site Engineer,16,Online,Placement
STU729,Computer Science,3rd,9.2,"Data Structures, SQL, Machine Learning, React",Advanced,Cisco CCNA,Software Developer,14,Online,Placement
STU730,Electrical,1st,7.54,"Circuit Design, MATLAB",Beginner,AWS Cloud Practitioner,Power Systems Engineer,5,Online,Placement
STU731,Electrical,3rd,6.52,"Power Systems, PLC Programming, Circuit Design, MATLAB",Beginner,AWS Cloud Practitioner,Electrical Engineer,12,Online,Government Job
STU732,Computer Science,2nd,6.09,"Algorithms, SQL, Data Structures",Advanced,NPTEL Python,Software Developer,6,Online,Government Job
STU733,Electronics & Communication,4th,9.73,"MATLAB, Verilog, Embedded C, C, C++",Intermediate,Google Data Analytics,Embedded Systems Engineer,19,Offline,Placement
STU734,Information Technology,3rd,9.28,"Node.js, SQL, Git, JavaScript",Beginner,Cisco CCNA,Full Stack Developer,19,Online,Government Job
STU735,Electronics & Communication,1st,9.53,"MATLAB, Embedded C",Beginner,Google Data Analytics,IoT Developer,17,Hybrid,Government Job
STU736,Electronics & Communication,1st,7.25,"C, Verilog",Intermediate,AWS Cloud Practitioner,IoT Developer,15,Online,Startup
STU737,Mechanical,3rd,7.32,"SolidWorks, AutoCAD, MATLAB, ANSYS",Beginner,AWS Cloud Practitioner,Automotive Engineer,19,Online,Startup
STU738,Electronics & Communication,4th,9.44,"MATLAB, C++, C, Embedded C, Verilog",Beginner,Google Data Analytics,IoT Developer,19,Hybrid,Placement
STU739,Civil,1st,7.94,"Excel, Surveying",Intermediate,Cisco CCNA,Civil Site Engineer,8,Online,Higher Studies
STU740,Information Technology,4th,9.07,"Python, Node.js, Git, React, JavaScript",Advanced,None,Software Developer,6,Hybrid,Startup
STU741,Electronics & Communication,1st,8.86,"C, Verilog",Advanced,None,VLSI Engineer,7,Hybrid,Startup
STU742,Civil,1st,9.19,"AutoCAD, Excel",Intermediate,AWS Cloud Practitioner,Structural Engineer,8,Online,Higher Studies
STU743,Computer Science,1st,7.0,"React, Machine Learning",Intermediate,Cisco CCNA,Software Developer,16,Offline,Placement
STU744,Electrical,3rd,6.69,"Circuit Design, PLC Programming, Power Systems, MATLAB",Intermediate,None,Electrical Engineer,7,Online,Startup
STU745,Electrical,2nd,9.13,"Power Systems, PLC Programming, MATLAB",Intermediate,NPTEL Python,Power Systems Engineer,20,Hybrid,Higher Studies
STU746,Computer Science,2nd,7.81,"Algorithms, Python, React",Intermediate,None,Data Scientist,6,Hybrid,Placement
STU747,Electrical,1st,7.19,"MATLAB, Circuit Design",Advanced,NPTEL Python,Power Systems Engineer,8,Offline,Government Job
STU748,Information Technology,2nd,7.41,"JavaScript, Git, React",Beginner,Google Data Analytics,Full Stack Developer,15,Hybrid,Placement
STU749,Computer Science,4th,6.23,"Python, Algorithms, Java, SQL, React",Advanced,Cisco CCNA,Data Scientist,8,Hybrid,Higher Studies
STU750,Mechanical,2nd,8.27,"SolidWorks, AutoCAD, ANSYS",Beginner,Cisco CCNA,Automotive Engineer,11,Offline,Startup
STU751,Civil,4th,6.2,"Surveying, AutoCAD, STAAD Pro, Excel",Beginner,Cisco CCNA,Structural Engineer,12,Hybrid,Startup
STU752,Civil,1st,8.57,"Excel, AutoCAD",Intermediate,Google Data Analytics,Civil Site Engineer,15,Offline,Startup
STU753,Electrical,4th,6.45,"Circuit Design, MATLAB, PLC Programming, Power Systems",Beginner,AWS Cloud Practitioner,Power Systems Engineer,6,Offline,Placement
STU754,Chemical,3rd,6.73,"MATLAB, Excel, Safety Management, Process Simulation",Beginner,AWS Cloud Practitioner,Process Engineer,19,Hybrid,Placement
STU755,Civil,1st,8.37,"Excel, STAAD Pro",Advanced,Cisco CCNA,Civil Site Engineer,9,Hybrid,Startup
STU756,Computer Science,3rd,7.85,"Algorithms, Git, SQL, React",Intermediate,NPTEL Python,Data Scientist,9,Online,Startup
STU757,Electrical,4th,9.2,"PLC Programming, Power Systems, Circuit Design, MATLAB",Advanced,NPTEL Python,Electrical Engineer,18,Online,Startup
STU758,Information Technology,3rd,7.32,"Node.js, Python, SQL, Git",Beginner,AWS Cloud Practitioner,Cloud Engineer,12,Offline,Government Job
STU759,Mechanical,1st,9.56,"SolidWorks, ANSYS",Intermediate,AWS Cloud Practitioner,Mechanical Design Engineer,12,Hybrid,Placement
STU760,Civil,3rd,8.35,"STAAD Pro, Surveying, AutoCAD, Excel",Beginner,None,Civil Site Engineer,18,Offline,Startup
STU761,Computer Science,2nd,7.15,"Git, Algorithms, Python",Intermediate,NPTEL Python,ML Engineer,13,Hybrid,Placement
STU762,Electronics & Communication,3rd,9.7,"Embedded C, C++, Verilog, C",Advanced,None,IoT Developer,18,Offline,Government Job
STU763,Information Technology,1st,8.56,"Python, JavaScript",Beginner,Cisco CCNA,Full Stack Developer,9,Hybrid,Higher Studies
STU764,Mechanical,2nd,7.99,"SolidWorks, AutoCAD, MATLAB",Beginner,Google Data Analytics,Robotics Engineer,20,Hybrid,Startup
STU765,Electrical,2nd,6.37,"MATLAB, Circuit Design, PLC Programming",Beginner,None,Electrical Engineer,6,Hybrid,Startup
STU766,Mechanical,4th,8.76,"SolidWorks, AutoCAD, ANSYS, MATLAB",Beginner,Google Data Analytics,Automotive Engineer,6,Offline,Startup
STU767,Information Technology,3rd,8.99,"Python, SQL, React, Node.js",Beginner,AWS Cloud Practitioner,Cloud Engineer,11,Online,Startup
STU768,Chemical,2nd,7.43,"MATLAB, Safety Management, Excel",Advanced,Cisco CCNA,Production Engineer,12,Offline,Startup
STU769,Computer Science,4th,7.99,"Algorithms, Machine Learning, Java, Python, SQL",Intermediate,NPTEL Python,Data Scientist,14,Hybrid,Government Job
STU770,Chemical,2nd,9.15,"Safety Management, MATLAB, Process Simulation",Intermediate,NPTEL Python,Production Engineer,19,Online,Government Job
STU771,Computer Science,2nd,7.03,"SQL, Data Structures, Algorithms",Beginner,NPTEL Python,Software Developer,18,Hybrid,Higher Studies
STU772,Electrical,3rd,8.46,"Circuit Design, MATLAB, PLC Programming, Power Systems",Advanced,AWS Cloud Practitioner,Electrical Engineer,19,Hybrid,Higher Studies
STU773,Computer Science,3rd,9.32,"Algorithms, Machine Learning, Data Structures, Git",Beginner,Google Data Analytics,Backend Developer,7,Offline,Placement
STU774,Computer Science,4th,6.78,"Python, Git, React, Data Structures, Machine Learning",Beginner,AWS Cloud Practitioner,ML Engineer,9,Online,Higher Studies
STU775,Electrical,4th,7.97,"Circuit Design, PLC Programming, Power Systems, MATLAB",Intermediate,NPTEL Python,Electrical Engineer,17,Hybrid,Higher Studies
STU776,Electrical,2nd,7.62,"Power Systems, PLC Programming, MATLAB",Beginner,AWS Cloud Practitioner,Power Systems Engineer,17,Online,Placement
STU777,Mechanical,3rd,8.51,"MATLAB, SolidWorks, AutoCAD, ANSYS",Advanced,Cisco CCNA,Robotics Engineer,19,Offline,Placement
STU778,Chemical,1st,6.63,"MATLAB, Process Simulation",Beginner,AWS Cloud Practitioner,Process Engineer,20,Online,Higher Studies
STU779,Information Technology,3rd,9.56,"JavaScript, React, Python, Node.js",Advanced,Google Data Analytics,Full Stack Developer,18,Offline,Higher Studies
STU780,Electrical,3rd,6.4,"MATLAB, Circuit Design, PLC Programming, Power Systems",Intermediate,AWS Cloud Practitioner,Power Systems Engineer,20,Hybrid,Placement
STU781,Electronics & Communication,2nd,8.81,"Embedded C, C++, C",Advanced,None,VLSI Engineer,5,Offline,Government Job
STU782,Civil,4th,7.35,"Excel, STAAD Pro, Surveying, AutoCAD",Intermediate,AWS Cloud Practitioner,Civil Site Engineer,6,Offline,Startup
STU783,Information Technology,1st,6.44,"JavaScript, Python",Beginner,AWS Cloud Practitioner,Cloud Engineer,12,Offline,Startup
STU784,Mechanical,1st,7.56,"SolidWorks, ANSYS",Intermediate,NPTEL Python,Robotics Engineer,7,Offline,Startup
STU785,Civil,3rd,8.69,"Surveying, Excel, STAAD Pro, AutoCAD",Advanced,AWS Cloud Practitioner,Structural Engineer,16,Online,Startup
STU786,Chemical,4th,6.33,"Process Simulation, MATLAB, Safety Management, Excel",Advanced,Google Data Analytics,Production Engineer,9,Offline,Placement
STU787,Electrical,4th,9.67,"MATLAB, Power Systems, PLC Programming, Circuit Design",Advanced,Cisco CCNA,Power Systems Engineer,10,Online,Government Job
STU788,Mechanical,2nd,7.1,"MATLAB, SolidWorks, AutoCAD",Intermediate,NPTEL Python,Mechanical Design Engineer,16,Hybrid,Higher Studies
STU789,Computer Science,1st,7.39,"Data Structures, Java",Advanced,Cisco CCNA,Data Scientist,9,Offline,Government Job
STU790,Electrical,4th,9.5,"Power Systems, PLC Programming, Circuit Design, MATLAB",Beginner,Google Data Analytics,Power Systems Engineer,14,Hybrid,Startup
STU791,Mechanical,4th,8.02,"AutoCAD, MATLAB, ANSYS, SolidWorks",Intermediate,None,Robotics Engineer,12,Hybrid,Higher Studies
STU792,Computer Science,1st,7.41,"Data Structures, Machine Learning",Advanced,AWS Cloud Practitioner,Backend Developer,11,Online,Placement
STU793,Chemical,1st,7.17,"Process Simulation, MATLAB",Beginner,Google Data Analytics,Production Engineer,9,Hybrid,Startup
STU794,Mechanical,3rd,8.48,"SolidWorks, ANSYS, MATLAB, AutoCAD",Beginner,Google Data Analytics,Robotics Engineer,11,Hybrid,Higher Studies
STU795,Information Technology,3rd,6.64,"SQL, React, Python, JavaScript",Advanced,NPTEL Python,Full Stack Developer,12,Hybrid,Placement
STU796,Chemical,1st,7.99,"Safety Management, Process Simulation",Advanced,Google Data Analytics,Production Engineer,6,Offline,Government Job
STU797,Mechanical,4th,8.56,"SolidWorks, MATLAB, ANSYS, AutoCAD",Advanced,NPTEL Python,Automotive Engineer,7,Offline,Placement
