student_id,branch,year,cgpa,known_skills,projects_completed,internship_status,preferred_domain,preferred_role,coding_level,communication_level,english_level,daily_learning_hours,career_goal
STU0534,Civil,3,6.39,"SK178, SK145, SK122, SK225, SK006",8,No,Data Science,ROLE057,Intermediate,Beginner,Basic,6,Full Stack Developer
STU0535,ECE,2,7.81,"SK206, SK034, SK271, SK067, SK238",3,No,AI,ROLE044,Advanced,Intermediate,Intermediate,3,Cloud Engineer
STU0536,CSE,2,7.83,"SK200, SK174, SK252, SK196, SK155",6,Yes,Data Science,ROLE015,Intermediate,Intermediate,Basic,4,Software Engineer
STU0537,Mechanical,2,9.41,"SK076, SK087, SK197, SK094, SK005",0,Yes,AI,ROLE011,Intermediate,Advanced,Fluent,2,Data Scientist
STU0538,CSE,1,6.08,"SK106, SK107, SK059, SK219, SK247",3,Yes,Cyber Security,ROLE022,Intermediate,Beginner,Intermediate,1,Cyber Security Analyst
STU0539,EEE,4,8.94,"SK065, SK184, SK192, SK123, SK083",2,No,Cloud,ROLE028,Beginner,Beginner,Basic,2,Full Stack Developer
STU0540,ECE,1,7.89,"SK079, SK106, SK001, SK035, SK155",7,No,DevOps,ROLE057,Advanced,Beginner,Intermediate,4,Data Scientist
STU0541,Mechanical,4,7.44,"SK238, SK039, SK079, SK100, SK042",0,Yes,Mobile,ROLE050,Intermediate,Intermediate,Fluent,2,Data Scientist
STU0542,IT,3,6.94,"SK096, SK276, SK248, SK275, SK045",0,Yes,DevOps,ROLE015,Advanced,Advanced,Intermediate,6,Full Stack Developer
STU0543,CSE,2,8.38,"SK183, SK268, SK067, SK244, SK277",0,Yes,AI,ROLE060,Advanced,Beginner,Basic,4,Software Engineer
STU0544,Civil,4,6.66,"SK175, SK092, SK105, SK150, SK019",3,No,DevOps,ROLE051,Advanced,Intermediate,Intermediate,4,Cloud Engineer
STU0545,IT,4,7.43,"SK092, SK192, SK244, SK051, SK127",1,Yes,Mobile,ROLE035,Beginner,Beginner,Fluent,6,Data Scientist
STU0546,EEE,4,6.7,"SK010, SK001, SK014, SK192, SK248",8,No,AI,ROLE002,Advanced,Beginner,Basic,4,Cloud Engineer
STU0547,CSE,3,6.89,"SK066, SK069, SK137, SK260, SK191",2,No,Cyber Security,ROLE014,Intermediate,Advanced,Basic,3,Data Scientist
STU0548,ECE,3,6.33,"SK160, SK202, SK222, SK161, SK129",0,Yes,Data Science,ROLE052,Advanced,Beginner,Fluent,2,Cloud Engineer
STU0549,EEE,1,7.54,"SK237, SK194, SK040, SK022, SK109",3,Yes,Web Development,ROLE031,Advanced,Intermediate,Fluent,5,Cyber Security Analyst
STU0550,IT,4,7.11,"SK049, SK224, SK073, SK003, SK266",8,Yes,Cloud,ROLE008,Intermediate,Intermediate,Fluent,1,Full Stack Developer
STU0551,IT,4,6.35,"SK216, SK152, SK253, SK132, SK041",5,No,Cloud,ROLE042,Intermediate,Intermediate,Intermediate,3,AI Engineer
STU0552,IT,1,8.21,"SK218, SK010, SK091, SK097, SK037",8,No,Data Science,ROLE033,Intermediate,Beginner,Fluent,5,Full Stack Developer
STU0553,CSE,2,9.05,"SK158, SK155, SK116, SK129, SK015",5,Yes,Cyber Security,ROLE030,Beginner,Intermediate,Basic,4,Software Engineer
STU0554,EEE,2,8.78,"SK252, SK109, SK128, SK141, SK166",5,No,DevOps,ROLE045,Advanced,Beginner,Fluent,4,Full Stack Developer
STU0555,IT,3,7.2,"SK020, SK074, SK267, SK111, SK022",1,No,AI,ROLE044,Intermediate,Advanced,Basic,6,Full Stack Developer
STU0556,IT,2,8.77,"SK256, SK087, SK056, SK246, SK083",0,Yes,Cloud,ROLE009,Advanced,Beginner,Basic,2,Cyber Security Analyst
STU0557,Mechanical,3,7.82,"SK129, SK100, SK164, SK226, SK049",0,Yes,AI,ROLE025,Beginner,Intermediate,Intermediate,3,Software Engineer
STU0558,CSE,1,7.08,"SK269, SK004, SK051, SK009, SK145",5,Yes,Mobile,ROLE040,Intermediate,Advanced,Basic,5,AI Engineer
STU0559,CSE,2,7.84,"SK077, SK036, SK233, SK012, SK015",1,No,DevOps,ROLE051,Beginner,Intermediate,Basic,6,Cyber Security Analyst
STU0560,Mechanical,3,9.7,"SK136, SK008, SK004, SK275, SK041",8,Yes,Cloud,ROLE030,Advanced,Beginner,Intermediate,5,Full Stack Developer
STU0561,ECE,1,7.41,"SK229, SK080, SK129, SK193, SK048",6,No,Data Science,ROLE057,Intermediate,Advanced,Fluent,1,Full Stack Developer
STU0562,Mechanical,2,9.58,"SK189, SK237, SK007, SK229, SK233",3,No,DevOps,ROLE020,Advanced,Intermediate,Fluent,2,Software Engineer
STU0563,Civil,4,9.62,"SK240, SK016, SK108, SK006, SK091",5,No,AI,ROLE012,Intermediate,Intermediate,Basic,5,Software Engineer
STU0564,ECE,3,8.06,"SK247, SK106, SK170, SK250, SK089",6,Yes,Cyber Security,ROLE040,Beginner,Advanced,Intermediate,3,Data Scientist
STU0565,ECE,1,6.65,"SK024, SK124, SK197, SK050, SK192",5,No,Cyber Security,ROLE026,Advanced,Advanced,Basic,1,Software Engineer
STU0566,EEE,2,7.87,"SK099, SK150, SK101, SK078, SK230",5,No,Web Development,ROLE036,Advanced,Intermediate,Fluent,2,Cloud Engineer
STU0567,CSE,2,7.17,"SK004, SK254, SK150, SK037, SK009",2,Yes,Data Science,ROLE041,Advanced,Beginner,Intermediate,5,Full Stack Developer
STU0568,ECE,2,6.88,"SK276, SK199, SK228, SK154, SK016",8,No,Cyber Security,ROLE015,Intermediate,Intermediate,Fluent,5,Full Stack Developer
STU0569,Civil,2,8.11,"SK154, SK132, SK241, SK146, SK275",1,Yes,DevOps,ROLE019,Beginner,Advanced,Fluent,3,Cloud Engineer
STU0570,EEE,1,8.25,"SK279, SK212, SK252, SK126, SK124",6,Yes,Cloud,ROLE037,Intermediate,Beginner,Fluent,1,Cloud Engineer
STU0571,EEE,3,9.49,"SK237, SK251, SK033, SK101, SK180",8,Yes,Data Science,ROLE014,Advanced,Intermediate,Basic,3,Data Scientist
STU0572,Civil,2,6.4,"SK141, SK085, SK070, SK141, SK183",5,Yes,Cloud,ROLE042,Beginner,Advanced,Intermediate,3,Cyber Security Analyst
STU0573,IT,4,6.12,"SK105, SK088, SK259, SK138, SK132",0,Yes,Cloud,ROLE003,Beginner,Beginner,Fluent,6,Cyber Security Analyst
STU0574,IT,3,7.88,"SK041, SK003, SK159, SK013, SK030",0,Yes,Cyber Security,ROLE009,Beginner,Advanced,Fluent,1,Data Scientist
STU0575,EEE,3,8.87,"SK235, SK196, SK062, SK117, SK011",0,No,DevOps,ROLE016,Advanced,Advanced,Fluent,2,Cyber Security Analyst
STU0576,Civil,4,6.4,"SK110, SK014, SK024, SK157, SK092",5,Yes,Mobile,ROLE032,Advanced,Beginner,Basic,3,Cyber Security Analyst
STU0577,Mechanical,4,9.79,"SK254, SK077, SK134, SK066, SK032",0,Yes,Mobile,ROLE022,Beginner,Beginner,Basic,5,Data Scientist
STU0578,ECE,1,7.17,"SK037, SK217, SK215, SK153, SK220",6,No,Data Science,ROLE039,Beginner,Advanced,Intermediate,1,Full Stack Developer
STU0579,CSE,4,8.88,"SK199, SK225, SK266, SK174, SK177",6,No,AI,ROLE024,Beginner,Beginner,Basic,4,Full Stack Developer
STU0580,IT,3,9.43,"SK179, SK191, SK009, SK044, SK135",4,Yes,Cyber Security,ROLE019,Advanced,Beginner,Fluent,3,Cyber Security Analyst
STU0581,CSE,1,8.63,"SK189, SK264, SK027, SK085, SK112",3,No,Cloud,ROLE019,Intermediate,Intermediate,Fluent,1,Cyber Security Analyst
STU0582,ECE,2,6.61,"SK018, SK240, SK075, SK071, SK113",7,Yes,DevOps,ROLE036,Beginner,Advanced,Fluent,2,Cloud Engineer
STU0583,CSE,3,9.11,"SK263, SK064, SK195, SK211, SK229",4,Yes,Web Development,ROLE005,Intermediate,Intermediate,Basic,5,Data Scientist
STU0584,IT,3,8.5,"SK205, SK210, SK269, SK089, SK106",1,No,Cyber Security,ROLE058,Advanced,Beginner,Intermediate,1,Cloud Engineer
STU0585,Civil,2,6.8,"SK071, SK212, SK250, SK023, SK078",8,No,DevOps,ROLE037,Intermediate,Intermediate,Fluent,1,Software Engineer
STU0586,EEE,2,7.27,"SK192, SK271, SK002, SK157, SK190",2,Yes,Cloud,ROLE014,Advanced,Advanced,Fluent,4,Cyber Security Analyst
STU0587,IT,1,6.17,"SK142, SK274, SK052, SK189, SK052",0,No,Web Development,ROLE004,Beginner,Advanced,Basic,6,Software Engineer
STU0588,IT,1,6.1,"SK268, SK220, SK004, SK279, SK169",6,Yes,Data Science,ROLE003,Beginner,Beginner,Fluent,4,Data Scientist
STU0589,CSE,4,8.45,"SK123, SK003, SK108, SK271, SK079",4,Yes,Data Science,ROLE014,Intermediate,Beginner,Basic,1,Software Engineer
STU0590,EEE,2,9.15,"SK066, SK196, SK238, SK271, SK170",2,No,Cloud,ROLE047,Beginner,Intermediate,Intermediate,1,Full Stack Developer
STU0591,ECE,1,6.4,"SK063, SK203, SK213, SK274, SK273",0,Yes,Cloud,ROLE046,Beginner,Advanced,Basic,5,Cyber Security Analyst
STU0592,Mechanical,2,8.31,"SK172, SK026, SK259, SK244, SK054",3,Yes,Mobile,ROLE032,Beginner,Intermediate,Fluent,6,Software Engineer
STU0593,IT,4,6.97,"SK111, SK250, SK026, SK093, SK226",7,Yes,Cyber Security,ROLE032,Beginner,Intermediate,Basic,3,Software Engineer
STU0594,IT,3,8.81,"SK048, SK096, SK061, SK208, SK113",7,No,Data Science,ROLE054,Beginner,Beginner,Basic,1,Data Scientist
STU0595,EEE,2,7.21,"SK200, SK264, SK235, SK110, SK184",6,Yes,DevOps,ROLE007,Advanced,Beginner,Basic,5,Cyber Security Analyst
STU0596,Mechanical,3,7.21,"SK211, SK069, SK137, SK272, SK170",8,No,Cyber Security,ROLE036,Intermediate,Advanced,Fluent,1,Software Engineer
STU0597,EEE,3,9.6,"SK023, SK221, SK267, SK115, SK277",7,Yes,DevOps,ROLE044,Beginner,Intermediate,Intermediate,5,Full Stack Developer
STU0598,CSE,4,6.54,"SK149, SK168, SK200, SK241, SK246",7,No,DevOps,ROLE046,Beginner,Advanced,Intermediate,1,Full Stack Developer
STU0599,ECE,4,6.72,"SK055, SK152, SK160, SK004, SK188",3,No,Web Development,ROLE038,Intermediate,Advanced,Intermediate,3,Software Engineer
STU0600,CSE,1,6.43,"SK031, SK113, SK032, SK043, SK246",7,No,Data Science,ROLE041,Beginner,Advanced,Basic,5,Data Scientist
STU0601,EEE,2,6.22,"SK233, SK103, SK265, SK140, SK129",2,Yes,AI,ROLE038,Advanced,Intermediate,Intermediate,1,Cyber Security Analyst
STU0602,ECE,4,7.66,"SK052, SK169, SK221, SK234, SK146",0,Yes,AI,ROLE032,Beginner,Beginner,Basic,5,AI Engineer
STU0603,ECE,1,7.44,"SK089, SK125, SK131, SK277, SK114",1,Yes,Web Development,ROLE054,Intermediate,Advanced,Fluent,5,Full Stack Developer
STU0604,CSE,3,9.77,"SK015, SK096, SK211, SK015, SK203",2,No,Data Science,ROLE048,Intermediate,Intermediate,Basic,4,Cloud Engineer
STU0605,Mechanical,2,8.45,"SK201, SK195, SK091, SK211, SK254",6,Yes,Data Science,ROLE041,Advanced,Beginner,Basic,6,Full Stack Developer
STU0606,IT,4,7.1,"SK213, SK264, SK272, SK060, SK179",2,Yes,DevOps,ROLE023,Intermediate,Beginner,Intermediate,3,Data Scientist
STU0607,ECE,4,6.78,"SK146, SK109, SK231, SK188, SK149",6,Yes,AI,ROLE009,Intermediate,Beginner,Fluent,3,Data Scientist
STU0608,CSE,1,7.82,"SK053, SK016, SK012, SK070, SK186",4,Yes,AI,ROLE009,Advanced,Advanced,Basic,2,Full Stack Developer
STU0609,Mechanical,1,7.87,"SK109, SK157, SK265, SK053, SK233",0,Yes,Data Science,ROLE047,Intermediate,Intermediate,Fluent,6,Full Stack Developer
STU0610,EEE,3,8.25,"SK035, SK248, SK074, SK008, SK028",2,No,Cloud,ROLE006,Intermediate,Beginner,Intermediate,5,Cyber Security Analyst
STU0611,IT,2,8.66,"SK004, SK044, SK069, SK008, SK081",3,Yes,AI,ROLE056,Beginner,Intermediate,Intermediate,6,Full Stack Developer
STU0612,IT,1,9.61,"SK110, SK134, SK187, SK090, SK140",5,No,Web Development,ROLE053,Intermediate,Intermediate,Basic,5,Full Stack Developer
STU0613,CSE,4,8.5,"SK238, SK198, SK065, SK148, SK182",0,Yes,Cloud,ROLE030,Advanced,Beginner,Basic,5,Cyber Security Analyst
STU0614,Civil,4,8.98,"SK222, SK200, SK166, SK088, SK096",2,Yes,AI,ROLE002,Advanced,Advanced,Intermediate,3,Software Engineer
STU0615,Civil,3,6.95,"SK032, SK116, SK236, SK229, SK201",7,No,Cyber Security,ROLE059,Intermediate,Beginner,Basic,3,Cloud Engineer
STU0616,IT,4,6.42,"SK080, SK027, SK164, SK105, SK254",4,Yes,Cyber Security,ROLE049,Intermediate,Beginner,Intermediate,4,Software Engineer
STU0617,EEE,2,8.9,"SK173, SK174, SK093, SK005, SK087",8,No,Cyber Security,ROLE019,Beginner,Beginner,Intermediate,6,Cyber Security Analyst
STU0618,Civil,1,9.48,"SK050, SK025, SK042, SK154, SK208",7,Yes,Cloud,ROLE023,Beginner,Advanced,Basic,4,Data Scientist
STU0619,EEE,1,6.39,"SK270, SK172, SK195, SK256, SK212",4,Yes,AI,ROLE060,Beginner,Intermediate,Intermediate,6,Cloud Engineer
STU0620,Mechanical,1,9.1,"SK071, SK068, SK132, SK087, SK075",0,Yes,Mobile,ROLE004,Beginner,Intermediate,Intermediate,6,Cloud Engineer
STU0621,Civil,4,9.37,"SK146, SK121, SK265, SK108, SK005",0,No,Cyber Security,ROLE002,Beginner,Advanced,Intermediate,4,Full Stack Developer
STU0622,Civil,2,8.74,"SK202, SK036, SK022, SK009, SK126",8,No,DevOps,ROLE043,Intermediate,Intermediate,Intermediate,1,Cloud Engineer
STU0623,IT,3,7.11,"SK236, SK272, SK139, SK112, SK015",2,No,Cloud,ROLE060,Intermediate,Advanced,Intermediate,2,AI Engineer
STU0624,Civil,3,8.51,"SK044, SK137, SK076, SK158, SK231",3,No,DevOps,ROLE026,Advanced,Intermediate,Basic,1,Cloud Engineer
STU0625,Civil,4,7.61,"SK179, SK154, SK124, SK040, SK203",0,Yes,Cyber Security,ROLE018,Beginner,Intermediate,Basic,1,Cyber Security Analyst
STU0626,IT,4,9.76,"SK191, SK192, SK148, SK186, SK091",4,No,Data Science,ROLE015,Advanced,Advanced,Basic,3,Data Scientist
STU0627,Mechanical,2,9.53,"SK121, SK243, SK208, SK091, SK184",6,No,Mobile,ROLE031,Advanced,Intermediate,Intermediate,5,Cloud Engineer
STU0628,CSE,2,8.73,"SK199, SK113, SK065, SK098, SK055",6,No,Cloud,ROLE060,Beginner,Intermediate,Fluent,1,Full Stack Developer
STU0629,ECE,1,8.14,"SK262, SK083, SK170, SK120, SK131",1,No,Cyber Security,ROLE011,Intermediate,Beginner,Fluent,2,Data Scientist
STU0630,EEE,2,9.1,"SK113, SK103, SK168, SK096, SK054",8,No,Cyber Security,ROLE054,Advanced,Beginner,Intermediate,5,AI Engineer
STU0631,EEE,2,7.91,"SK101, SK172, SK242, SK116, SK090",5,No,Data Science,ROLE013,Beginner,Advanced,Intermediate,5,Cloud Engineer
STU0632,Mechanical,1,6.2,"SK103, SK055, SK275, SK242, SK276",7,Yes,Cloud,ROLE014,Beginner,Beginner,Fluent,6,Cloud Engineer
STU0633,Civil,3,7.13,"SK272, SK173, SK157, SK172, SK143",0,No,AI,ROLE042,Beginner,Advanced,Basic,5,Data Scientist
STU0634,CSE,3,8.05,"SK228, SK064, SK166, SK012, SK062",3,No,AI,ROLE028,Beginner,Beginner,Basic,1,Data Scientist
STU0635,CSE,2,7.46,"SK236, SK239, SK244, SK042, SK101",0,Yes,Data Science,ROLE028,Advanced,Intermediate,Intermediate,2,AI Engineer
STU0636,Mechanical,3,6.48,"SK114, SK128, SK211, SK078, SK192",1,No,DevOps,ROLE003,Advanced,Beginner,Basic,2,Full Stack Developer
STU0637,Civil,2,7.31,"SK175, SK205, SK255, SK036, SK226",6,No,Cloud,ROLE015,Intermediate,Advanced,Basic,1,Cloud Engineer
STU0638,Civil,3,8.34,"SK272, SK188, SK169, SK184, SK079",6,Yes,Web Development,ROLE003,Advanced,Advanced,Intermediate,4,Data Scientist
STU0639,CSE,2,9.58,"SK205, SK025, SK215, SK177, SK084",5,No,DevOps,ROLE060,Advanced,Beginner,Basic,1,AI Engineer
STU0640,IT,3,9.23,"SK013, SK150, SK278, SK128, SK032",2,No,Web Development,ROLE012,Advanced,Advanced,Fluent,5,Cloud Engineer
STU0641,ECE,3,6.41,"SK117, SK260, SK270, SK007, SK019",0,No,Mobile,ROLE023,Advanced,Beginner,Intermediate,1,Cloud Engineer
STU0642,ECE,2,7.09,"SK216, SK067, SK100, SK042, SK242",4,No,Data Science,ROLE051,Advanced,Advanced,Basic,1,Full Stack Developer
STU0643,IT,4,8.8,"SK086, SK009, SK029, SK237, SK039",1,Yes,Cloud,ROLE057,Beginner,Beginner,Intermediate,4,Software Engineer
STU0644,IT,3,8.58,"SK178, SK135, SK239, SK122, SK248",8,No,DevOps,ROLE031,Advanced,Advanced,Intermediate,1,Data Scientist
STU0645,Civil,4,7.68,"SK225, SK258, SK028, SK073, SK072",1,No,DevOps,ROLE036,Intermediate,Beginner,Intermediate,3,Full Stack Developer
STU0646,Mechanical,2,6.12,"SK229, SK238, SK068, SK039, SK116",2,No,Mobile,ROLE003,Beginner,Intermediate,Intermediate,5,Cloud Engineer
STU0647,Mechanical,3,9.52,"SK155, SK235, SK277, SK196, SK276",0,Yes,AI,ROLE026,Intermediate,Beginner,Basic,6,Full Stack Developer
STU0648,Mechanical,4,7.24,"SK246, SK183, SK012, SK211, SK061",1,No,Mobile,ROLE004,Advanced,Intermediate,Fluent,2,Cyber Security Analyst
STU0649,ECE,1,8.5,"SK266, SK063, SK224, SK158, SK236",6,No,DevOps,ROLE039,Advanced,Beginner,Basic,4,Software Engineer
STU0650,ECE,1,9.47,"SK050, SK140, SK237, SK180, SK214",4,No,Cloud,ROLE008,Advanced,Beginner,Basic,6,AI Engineer
STU0651,IT,1,7.99,"SK015, SK113, SK072, SK091, SK207",6,Yes,Data Science,ROLE045,Intermediate,Advanced,Fluent,3,Full Stack Developer
STU0652,EEE,3,8.64,"SK210, SK184, SK044, SK097, SK198",7,No,DevOps,ROLE053,Beginner,Intermediate,Basic,3,Cloud Engineer
STU0653,EEE,2,8.5,"SK269, SK182, SK222, SK229, SK015",6,No,Cloud,ROLE035,Beginner,Advanced,Fluent,1,Full Stack Developer
STU0654,EEE,1,7.15,"SK044, SK220, SK087, SK251, SK073",1,No,AI,ROLE050,Intermediate,Intermediate,Intermediate,5,AI Engineer
STU0655,ECE,4,7.33,"SK056, SK250, SK183, SK202, SK269",4,Yes,Cyber Security,ROLE023,Intermediate,Beginner,Fluent,3,AI Engineer
STU0656,IT,4,9.8,"SK060, SK155, SK045, SK254, SK127",2,Yes,AI,ROLE026,Intermediate,Beginner,Intermediate,1,Software Engineer
STU0657,Mechanical,2,7.52,"SK184, SK144, SK166, SK176, SK203",3,No,Web Development,ROLE039,Intermediate,Beginner,Intermediate,1,Software Engineer
STU0658,IT,3,9.57,"SK009, SK087, SK060, SK244, SK197",6,Yes,Mobile,ROLE029,Advanced,Advanced,Basic,6,Full Stack Developer
STU0659,Mechanical,4,7.15,"SK045, SK224, SK040, SK216, SK153",5,Yes,Web Development,ROLE023,Intermediate,Intermediate,Fluent,2,Cloud Engineer
STU0660,IT,2,6.34,"SK008, SK199, SK222, SK201, SK060",5,Yes,Data Science,ROLE054,Beginner,Advanced,Intermediate,4,AI Engineer
STU0661,Mechanical,1,6.09,"SK135, SK011, SK095, SK184, SK099",0,No,Cloud,ROLE048,Beginner,Intermediate,Basic,5,Cyber Security Analyst
STU0662,Civil,2,6.05,"SK179, SK225, SK038, SK248, SK027",0,Yes,DevOps,ROLE022,Advanced,Intermediate,Basic,5,Data Scientist
STU0663,EEE,1,8.7,"SK032, SK071, SK254, SK189, SK104",4,No,Mobile,ROLE010,Intermediate,Beginner,Fluent,1,Cloud Engineer
STU0664,Civil,1,8.91,"SK127, SK162, SK072, SK240, SK147",3,No,Mobile,ROLE003,Intermediate,Advanced,Basic,3,AI Engineer
STU0665,ECE,3,6.58,"SK020, SK275, SK002, SK015, SK200",1,No,Cyber Security,ROLE022,Beginner,Advanced,Basic,4,Full Stack Developer
STU0666,EEE,1,9.41,"SK114, SK005, SK279, SK010, SK019",0,No,Web Development,ROLE011,Advanced,Beginner,Fluent,6,Software Engineer
STU0667,CSE,2,8.95,"SK191, SK136, SK110, SK089, SK247",6,No,Web Development,ROLE031,Intermediate,Intermediate,Intermediate,3,AI Engineer
STU0668,EEE,2,6.32,"SK217, SK156, SK271, SK263, SK040",1,Yes,DevOps,ROLE056,Intermediate,Intermediate,Intermediate,5,AI Engineer
STU0669,Civil,1,7.26,"SK249, SK165, SK148, SK221, SK119",1,Yes,AI,ROLE021,Advanced,Beginner,Intermediate,1,AI Engineer
STU0670,Mechanical,1,9.55,"SK196, SK048, SK142, SK028, SK038",3,No,Data Science,ROLE030,Advanced,Advanced,Fluent,3,Software Engineer
STU0671,Civil,4,7.11,"SK129, SK056, SK016, SK187, SK232",0,No,Web Development,ROLE060,Beginner,Beginner,Basic,5,Cloud Engineer
STU0672,EEE,1,7.42,"SK026, SK030, SK256, SK144, SK235",1,No,DevOps,ROLE021,Intermediate,Intermediate,Basic,2,Software Engineer
STU0673,CSE,3,7.17,"SK166, SK246, SK245, SK243, SK093",7,Yes,DevOps,ROLE032,Beginner,Intermediate,Fluent,5,AI Engineer
STU0674,Civil,3,8.16,"SK127, SK045, SK085, SK277, SK204",0,No,DevOps,ROLE059,Beginner,Beginner,Basic,5,Full Stack Developer
STU0675,CSE,4,6.5,"SK265, SK259, SK162, SK277, SK242",7,Yes,Cloud,ROLE002,Intermediate,Advanced,Basic,5,Data Scientist
STU0676,IT,1,7.45,"SK192, SK118, SK060, SK129, SK002",5,Yes,Mobile,ROLE020,Intermediate,Beginner,Intermediate,2,AI Engineer
STU0677,EEE,3,8.3,"SK271, SK097, SK017, SK224, SK022",5,No,Cloud,ROLE008,Advanced,Intermediate,Intermediate,1,AI Engineer
STU0678,EEE,4,7.76,"SK197, SK229, SK150, SK092, SK039",8,No,AI,ROLE008,Beginner,Intermediate,Fluent,5,Full Stack Developer
STU0679,ECE,2,7.97,"SK209, SK059, SK148, SK253, SK113",5,Yes,DevOps,ROLE059,Beginner,Advanced,Intermediate,6,Software Engineer
STU0680,EEE,4,8.93,"SK232, SK087, SK260, SK156, SK029",8,Yes,DevOps,ROLE002,Beginner,Intermediate,Intermediate,4,AI Engineer
STU0681,ECE,4,9.24,"SK218, SK098, SK279, SK025, SK107",2,No,AI,ROLE008,Advanced,Beginner,Fluent,1,Full Stack Developer
STU0682,Civil,2,9.31,"SK103, SK179, SK235, SK226, SK200",7,No,DevOps,ROLE029,Beginner,Advanced,Intermediate,3,Software Engineer
STU0683,EEE,3,9.37,"SK043, SK211, SK087, SK123, SK233",8,Yes,Cloud,ROLE057,Advanced,Intermediate,Fluent,4,AI Engineer
STU0684,CSE,1,8.93,"SK005, SK230, SK095, SK124, SK266",3,No,DevOps,ROLE043,Beginner,Advanced,Intermediate,6,Cyber Security Analyst
STU0685,Mechanical,3,9.1,"SK254, SK107, SK214, SK045, SK252",3,Yes,Data Science,ROLE015,Advanced,Advanced,Intermediate,2,Cyber Security Analyst
STU0686,IT,4,8.11,"SK133, SK242, SK216, SK168, SK221",8,No,Cloud,ROLE033,Intermediate,Intermediate,Intermediate,2,Full Stack Developer
STU0687,CSE,4,9.37,"SK016, SK149, SK200, SK094, SK071",3,No,Mobile,ROLE046,Intermediate,Beginner,Fluent,1,AI Engineer
STU0688,CSE,1,6.47,"SK191, SK156, SK143, SK231, SK196",5,No,DevOps,ROLE028,Advanced,Beginner,Fluent,5,Cloud Engineer
STU0689,ECE,1,8.49,"SK190, SK274, SK099, SK254, SK248",4,Yes,DevOps,ROLE057,Beginner,Intermediate,Basic,6,Full Stack Developer
STU0690,Civil,1,9.14,"SK083, SK245, SK127, SK229, SK162",5,Yes,Data Science,ROLE050,Intermediate,Intermediate,Fluent,1,Data Scientist
STU0691,Mechanical,1,9.19,"SK275, SK192, SK069, SK091, SK263",3,Yes,Cyber Security,ROLE050,Beginner,Intermediate,Fluent,6,Cloud Engineer
STU0692,IT,1,7.94,"SK119, SK061, SK277, SK142, SK114",2,No,Cyber Security,ROLE051,Advanced,Beginner,Basic,2,AI Engineer
STU0693,EEE,3,8.11,"SK068, SK104, SK110, SK249, SK012",4,No,DevOps,ROLE041,Advanced,Intermediate,Fluent,1,Cloud Engineer
STU0694,EEE,2,7.53,"SK068, SK252, SK276, SK096, SK154",2,Yes,Cloud,ROLE043,Intermediate,Intermediate,Intermediate,5,Cloud Engineer
STU0695,IT,1,6.79,"SK222, SK164, SK175, SK022, SK072",3,Yes,Mobile,ROLE047,Advanced,Intermediate,Intermediate,2,Data Scientist
STU0696,ECE,3,8.87,"SK083, SK030, SK265, SK200, SK278",6,Yes,Cloud,ROLE012,Advanced,Advanced,Intermediate,1,Full Stack Developer
STU0697,Civil,4,7.59,"SK090, SK168, SK278, SK146, SK020",0,Yes,Data Science,ROLE011,Intermediate,Beginner,Fluent,6,AI Engineer
STU0698,ECE,1,7.36,"SK065, SK231, SK199, SK128, SK045",1,Yes,AI,ROLE030,Beginner,Advanced,Intermediate,1,Cyber Security Analyst
STU0699,Mechanical,1,9.76,"SK172, SK141, SK205, SK021, SK151",1,No,AI,ROLE045,Beginner,Advanced,Intermediate,4,AI Engineer
STU0700,CSE,3,9.57,"SK192, SK172, SK041, SK123, SK022",6,Yes,Mobile,ROLE058,Beginner,Advanced,Fluent,6,Data Scientist
STU0701,IT,3,9.03,"SK087, SK081, SK151, SK267, SK239",3,Yes,Cloud,ROLE003,Advanced,Advanced,Intermediate,2,Full Stack Developer
STU0702,EEE,3,6.97,"SK004, SK253, SK111, SK044, SK154",0,No,DevOps,ROLE022,Advanced,Advanced,Basic,6,Cloud Engineer
STU0703,Civil,3,8.52,"SK192, SK144, SK266, SK012, SK042",7,No,AI,ROLE007,Advanced,Advanced,Basic,1,AI Engineer
STU0704,CSE,3,7.95,"SK029, SK246, SK174, SK004, SK133",2,No,DevOps,ROLE054,Advanced,Beginner,Fluent,1,Cloud Engineer
STU0705,CSE,4,7.73,"SK166, SK203, SK009, SK230, SK187",8,No,Cloud,ROLE060,Advanced,Advanced,Basic,5,Cyber Security Analyst
STU0706,Mechanical,3,6.01,"SK224, SK212, SK121, SK131, SK279",6,Yes,AI,ROLE001,Advanced,Advanced,Intermediate,6,Software Engineer
STU0707,Civil,3,8.05,"SK198, SK182, SK223, SK058, SK091",1,Yes,DevOps,ROLE060,Intermediate,Beginner,Basic,2,AI Engineer
STU0708,IT,1,9.36,"SK273, SK106, SK048, SK098, SK081",0,No,DevOps,ROLE057,Intermediate,Advanced,Basic,1,Full Stack Developer
STU0709,Mechanical,1,6.77,"SK164, SK141, SK263, SK160, SK276",1,Yes,Mobile,ROLE052,Intermediate,Intermediate,Intermediate,4,Cloud Engineer
STU0710,IT,4,9.71,"SK159, SK278, SK252, SK214, SK131",1,Yes,Cyber Security,ROLE056,Advanced,Beginner,Basic,6,AI Engineer
STU0711,ECE,3,7.09,"SK094, SK201, SK048, SK106, SK120",5,Yes,Mobile,ROLE001,Intermediate,Advanced,Fluent,2,Cyber Security Analyst
