college_id,college_name,city,state,top_branch,intake_capacity,placement_rate_percent,average_package_lpa_x10,accreditation,college_type
COL703,Madurai Institute of Engineering & Technology 703,Madurai,Tamil Nadu,Electrical,492,71,154,NAAC A++,Private
COL704,Coimbatore Institute of Engineering & Technology 704,Coimbatore,Tamil Nadu,Electronics & Communication,493,80,27,NAAC A,Private
COL705,Warangal Institute of Engineering & Technology 705,Warangal,Telangana,Information Technology,179,86,71,NAAC A++,Government
COL706,Hyderabad Institute of Engineering & Technology 706,Hyderabad,Telangana,Mechanical,619,58,196,NAAC A++,Private
COL707,Madurai Institute of Engineering & Technology 707,Madurai,Tamil Nadu,Chemical,727,61,126,AICTE Approved,Autonomous
COL708,Hyderabad Institute of Engineering & Technology 708,Hyderabad,Telangana,Electronics & Communication,925,87,198,NAAC A++,Private
COL709,Udaipur Institute of Engineering & Technology 709,Udaipur,Rajasthan,Mechanical,529,69,68,NAAC A++,Government
COL710,Madurai Institute of Engineering & Technology 710,Madurai,Tamil Nadu,Computer Science,573,64,137,NBA,Autonomous
COL711,Prayagraj Institute of Engineering & Technology 711,Prayagraj,Uttar Pradesh,Electrical,162,69,187,NAAC A++,Private
COL712,Noida Institute of Engineering & Technology 712,Noida,Uttar Pradesh,Information Technology,640,85,104,AICTE Approved,Private
COL713,Chennai Institute of Engineering & Technology 713,Chennai,Tamil Nadu,Mechanical,710,58,65,NAAC A+,Private
COL714,Nashik Institute of Engineering & Technology 714,Nashik,Maharashtra,Chemical,923,84,39,NAAC A++,Autonomous
COL715,Kota Institute of Engineering & Technology 715,Kota,Rajasthan,Electronics & Communication,979,86,172,NAAC A++,Government
COL716,Hyderabad Institute of Engineering & Technology 716,Hyderabad,Telangana,Civil,531,93,84,NBA,Private
COL717,Warangal Institute of Engineering & Technology 717,Warangal,Telangana,Electronics & Communication,238,60,35,NAAC A++,Autonomous
COL718,Lucknow Institute of Engineering & Technology 718,Lucknow,Uttar Pradesh,Electronics & Communication,830,62,141,NAAC A+,Government
COL719,Bengaluru Institute of Engineering & Technology 719,Bengaluru,Karnataka,Electronics & Communication,1013,63,24,NAAC A+,Government
COL720,Indore Institute of Engineering & Technology 720,Indore,Madhya Pradesh,Mechanical,873,67,187,NAAC A,Autonomous
COL721,Warangal Institute of Engineering & Technology 721,Warangal,Telangana,Chemical,139,81,35,NAAC A,Autonomous
COL722,Chennai Institute of Engineering & Technology 722,Chennai,Tamil Nadu,Civil,568,86,110,NAAC A,Government
COL723,Mumbai Institute of Engineering & Technology 723,Mumbai,Maharashtra,Computer Science,275,71,39,NAAC A,Government
COL724,Mumbai Institute of Engineering & Technology 724,Mumbai,Maharashtra,Information Technology,992,75,28,AICTE Approved,Private
COL725,Indore Institute of Engineering & Technology 725,Indore,Madhya Pradesh,Computer Science,942,63,50,NBA,Private
COL726,Kota Institute of Engineering & Technology 726,Kota,Rajasthan,Mechanical,279,68,24,NAAC A+,Autonomous
COL727,Hubballi Institute of Engineering & Technology 727,Hubballi,Karnataka,Electrical,436,76,181,NBA,Government
COL728,Varanasi Institute of Engineering & Technology 728,Varanasi,Uttar Pradesh,Chemical,605,72,140,NAAC A,Government
COL729,Coimbatore Institute of Engineering & Technology 729,Coimbatore,Tamil Nadu,Computer Science,177,57,107,AICTE Approved,Autonomous
COL730,Mumbai Institute of Engineering & Technology 730,Mumbai,Maharashtra,Mechanical,820,86,164,AICTE Approved,Autonomous
COL731,Udaipur Institute of Engineering & Technology 731,Udaipur,Rajasthan,Chemical,679,70,193,NAAC A,Government
COL732,Ghaziabad Institute of Engineering & Technology 732,Ghaziabad,Uttar Pradesh,Electronics & Communication,470,91,29,AICTE Approved,Private
COL733,Udaipur Institute of Engineering & Technology 733,Udaipur,Rajasthan,Electronics & Communication,490,80,117,NBA,Private
COL734,Warangal Institute of Engineering & Technology 734,Warangal,Telangana,Information Technology,1171,72,55,NAAC A++,Autonomous
COL735,Mumbai Institute of Engineering & Technology 735,Mumbai,Maharashtra,Computer Science,412,58,61,NAAC A,Government
COL736,Varanasi Institute of Engineering & Technology 736,Varanasi,Uttar Pradesh,Mechanical,218,60,89,NAAC A+,Autonomous
COL737,Bengaluru Institute of Engineering & Technology 737,Bengaluru,Karnataka,Civil,151,65,198,NAAC A++,Private
COL738,Hubballi Institute of Engineering & Technology 738,Hubballi,Karnataka,Civil,1040,69,96,NAAC A,Autonomous
COL739,Hubballi Institute of Engineering & Technology 739,Hubballi,Karnataka,Computer Science,1105,75,56,NBA,Autonomous
COL740,Lucknow Institute of Engineering & Technology 740,Lucknow,Uttar Pradesh,Information Technology,634,90,107,AICTE Approved,Private
COL741,Bengaluru Institute of Engineering & Technology 741,Bengaluru,Karnataka,Information Technology,701,70,131,NAAC A+,Private
COL742,Coimbatore Institute of Engineering & Technology 742,Coimbatore,Tamil Nadu,Information Technology,793,79,70,NAAC A+,Autonomous
COL743,Warangal Institute of Engineering & Technology 743,Warangal,Telangana,Information Technology,646,58,88,NAAC A,Autonomous
COL744,Pune Institute of Engineering & Technology 744,Pune,Maharashtra,Electronics & Communication,810,70,68,NAAC A+,Government
COL745,Hyderabad Institute of Engineering & Technology 745,Hyderabad,Telangana,Computer Science,368,89,20,AICTE Approved,Government
COL746,Jaipur Institute of Engineering & Technology 746,Jaipur,Rajasthan,Chemical,792,80,200,NBA,Government
COL747,Hubballi Institute of Engineering & Technology 747,Hubballi,Karnataka,Electronics & Communication,1074,63,106,NAAC A+,Private
COL748,Udaipur Institute of Engineering & Technology 748,Udaipur,Rajasthan,Information Technology,696,72,172,AICTE Approved,Autonomous
COL749,Bengaluru Institute of Engineering & Technology 749,Bengaluru,Karnataka,Information Technology,918,73,85,NBA,Government
COL750,Pune Institute of Engineering & Technology 750,Pune,Maharashtra,Chemical,750,60,128,NBA,Government
COL751,Indore Institute of Engineering & Technology 751,Indore,Madhya Pradesh,Computer Science,368,70,183,NAAC A+,Private
COL752,Coimbatore Institute of Engineering & Technology 752,Coimbatore,Tamil Nadu,Computer Science,520,69,178,NAAC A,Autonomous
COL753,Hubballi Institute of Engineering & Technology 753,Hubballi,Karnataka,Chemical,464,55,166,NAAC A+,Private
COL754,Bhopal Institute of Engineering & Technology 754,Bhopal,Madhya Pradesh,Information Technology,762,94,103,AICTE Approved,Autonomous
COL755,Prayagraj Institute of Engineering & Technology 755,Prayagraj,Uttar Pradesh,Chemical,463,75,92,NBA,Autonomous
COL756,Udaipur Institute of Engineering & Technology 756,Udaipur,Rajasthan,Computer Science,405,62,124,NBA,Government
COL757,Nagpur Institute of Engineering & Technology 757,Nagpur,Maharashtra,Electrical,466,64,160,NAAC A+,Autonomous
COL758,Indore Institute of Engineering & Technology 758,Indore,Madhya Pradesh,Mechanical,947,96,185,AICTE Approved,Government
COL759,Coimbatore Institute of Engineering & Technology 759,Coimbatore,Tamil Nadu,Computer Science,991,71,161,NAAC A,Autonomous
COL760,Udaipur Institute of Engineering & Technology 760,Udaipur,Rajasthan,Electronics & Communication,298,96,177,NAAC A,Autonomous
COL761,Coimbatore Institute of Engineering & Technology 761,Coimbatore,Tamil Nadu,Computer Science,940,74,47,NAAC A++,Private
COL762,Nashik Institute of Engineering & Technology 762,Nashik,Maharashtra,Electronics & Communication,330,67,31,NBA,Autonomous
COL763,Udaipur Institute of Engineering & Technology 763,Udaipur,Rajasthan,Information Technology,857,67,178,AICTE Approved,Autonomous
COL764,Hubballi Institute of Engineering & Technology 764,Hubballi,Karnataka,Electrical,1178,89,42,NBA,Autonomous
COL765,Indore Institute of Engineering & Technology 765,Indore,Madhya Pradesh,Mechanical,456,71,72,NAAC A++,Private
COL766,Bengaluru Institute of Engineering & Technology 766,Bengaluru,Karnataka,Computer Science,850,78,37,NAAC A++,Private
COL767,Pune Institute of Engineering & Technology 767,Pune,Maharashtra,Mechanical,239,96,59,NAAC A,Government
COL768,Pune Institute of Engineering & Technology 768,Pune,Maharashtra,Computer Science,301,86,102,NAAC A,Private
COL769,Jaipur Institute of Engineering & Technology 769,Jaipur,Rajasthan,Chemical,806,91,79,NAAC A++,Government
COL770,Kota Institute of Engineering & Technology 770,Kota,Rajasthan,Civil,1092,75,167,AICTE Approved,Government
COL771,Madurai Institute of Engineering & Technology 771,Madurai,Tamil Nadu,Electronics & Communication,1114,83,48,NAAC A,Autonomous
COL772,Kota Institute of Engineering & Technology 772,Kota,Rajasthan,Computer Science,783,68,101,AICTE Approved,Private
COL773,Nashik Institute of Engineering & Technology 773,Nashik,Maharashtra,Electrical,510,74,30,AICTE Approved,Autonomous
COL774,Hubballi Institute of Engineering & Technology 774,Hubballi,Karnataka,Mechanical,564,98,168,AICTE Approved,Private
COL775,Bengaluru Institute of Engineering & Technology 775,Bengaluru,Karnataka,Chemical,208,78,79,NAAC A+,Private
COL776,Indore Institute of Engineering & Technology 776,Indore,Madhya Pradesh,Civil,496,90,62,NAAC A,Government
COL777,Indore Institute of Engineering & Technology 777,Indore,Madhya Pradesh,Mechanical,771,87,78,NAAC A+,Autonomous
COL778,Nashik Institute of Engineering & Technology 778,Nashik,Maharashtra,Electrical,827,70,96,NBA,Government
COL779,Nagpur Institute of Engineering & Technology 779,Nagpur,Maharashtra,Computer Science,1090,83,56,NAAC A+,Government
COL780,Madurai Institute of Engineering & Technology 780,Madurai,Tamil Nadu,Computer Science,840,92,118,NAAC A++,Autonomous
COL781,Nagpur Institute of Engineering & Technology 781,Nagpur,Maharashtra,Civil,947,74,166,NBA,Autonomous
COL782,Bhopal Institute of Engineering & Technology 782,Bhopal,Madhya Pradesh,Civil,313,90,199,NBA,Government
COL783,Warangal Institute of Engineering & Technology 783,Warangal,Telangana,Civil,1021,61,151,AICTE Approved,Private
COL784,Pune Institute of Engineering & Technology 784,Pune,Maharashtra,Information Technology,468,81,41,NBA,Autonomous
COL785,Bengaluru Institute of Engineering & Technology 785,Bengaluru,Karnataka,Information Technology,778,84,198,NAAC A+,Government
COL786,Lucknow Institute of Engineering & Technology 786,Lucknow,Uttar Pradesh,Electronics & Communication,581,87,30,NAAC A++,Private
COL787,Nashik Institute of Engineering & Technology 787,Nashik,Maharashtra,Electronics & Communication,997,74,109,NAAC A++,Private
COL788,Madurai Institute of Engineering & Technology 788,Madurai,Tamil Nadu,Electronics & Communication,697,63,105,NAAC A,Autonomous
COL789,Bhopal Institute of Engineering & Technology 789,Bhopal,Madhya Pradesh,Computer Science,1171,71,200,AICTE Approved,Government
COL790,Hyderabad Institute of Engineering & Technology 790,Hyderabad,Telangana,Information Technology,637,59,115,NAAC A++,Autonomous
COL791,Jaipur Institute of Engineering & Technology 791,Jaipur,Rajasthan,Electrical,585,94,71,NBA,Autonomous
COL792,Ghaziabad Institute of Engineering & Technology 792,Ghaziabad,Uttar Pradesh,Civil,746,57,111,NAAC A++,Autonomous
COL793,Warangal Institute of Engineering & Technology 793,Warangal,Telangana,Information Technology,123,86,83,NAAC A,Government
COL794,Nagpur Institute of Engineering & Technology 794,Nagpur,Maharashtra,Computer Science,1035,94,85,NAAC A,Private
COL795,Jaipur Institute of Engineering & Technology 795,Jaipur,Rajasthan,Information Technology,248,95,55,NAAC A+,Private
COL796,Kota Institute of Engineering & Technology 796,Kota,Rajasthan,Chemical,276,66,27,NAAC A+,Private
COL797,Chennai Institute of Engineering & Technology 797,Chennai,Tamil Nadu,Information Technology,476,96,161,NAAC A++,Autonomous
COL798,Ghaziabad Institute of Engineering & Technology 798,Ghaziabad,Uttar Pradesh,Information Technology,731,75,120,NAAC A,Private
COL799,Jaipur Institute of Engineering & Technology 799,Jaipur,Rajasthan,Chemical,606,75,174,NAAC A++,Autonomous
COL800,Chennai Institute of Engineering & Technology 800,Chennai,Tamil Nadu,Computer Science,405,86,98,NAAC A,Government
