mapping_id,role_id,skill_id,importance,minimum_proficiency,mandatory,recommended_learning_order
MAP1412,ROLE057,SK184,Medium,Beginner,Yes,12
MAP1413,ROLE057,SK185,Medium,Beginner,Yes,13
MAP1414,ROLE057,SK186,Medium,Beginner,Yes,14
MAP1415,ROLE057,SK187,Medium,Beginner,Yes,15
MAP1416,ROLE057,SK188,Low,Beginner,No,16
MAP1417,ROLE057,SK189,Low,Beginner,No,17
MAP1418,ROLE057,SK190,Low,Beginner,No,18
MAP1419,ROLE057,SK191,Low,Beginner,No,19
MAP1420,ROLE057,SK192,Low,Beginner,No,20
MAP1421,ROLE057,SK193,Low,Beginner,No,21
MAP1422,ROLE057,SK194,Low,Beginner,No,22
MAP1423,ROLE057,SK195,Low,Beginner,No,23
MAP1424,ROLE057,SK196,Low,Beginner,No,24
MAP1425,ROLE057,SK197,Low,Beginner,No,25
MAP1426,ROLE058,SK196,High,Intermediate,Yes,1
MAP1427,ROLE058,SK197,High,Intermediate,Yes,2
MAP1428,ROLE058,SK198,High,Intermediate,Yes,3
MAP1429,ROLE058,SK199,High,Intermediate,Yes,4
MAP1430,ROLE058,SK200,High,Intermediate,Yes,5
MAP1431,ROLE058,SK201,Medium,Beginner,Yes,6
MAP1432,ROLE058,SK202,Medium,Beginner,Yes,7
MAP1433,ROLE058,SK203,Medium,Beginner,Yes,8
MAP1434,ROLE058,SK204,Medium,Beginner,Yes,9
MAP1435,ROLE058,SK205,Medium,Beginner,Yes,10
MAP1436,ROLE058,SK206,Medium,Beginner,Yes,11
MAP1437,ROLE058,SK207,Medium,Beginner,Yes,12
MAP1438,ROLE058,SK208,Medium,Beginner,Yes,13
MAP1439,ROLE058,SK209,Medium,Beginner,Yes,14
MAP1440,ROLE058,SK210,Medium,Beginner,Yes,15
MAP1441,ROLE058,SK211,Low,Beginner,No,16
MAP1442,ROLE058,SK212,Low,Beginner,No,17
MAP1443,ROLE058,SK213,Low,Beginner,No,18
MAP1444,ROLE058,SK214,Low,Beginner,No,19
MAP1445,ROLE058,SK215,Low,Beginner,No,20
MAP1446,ROLE058,SK216,Low,Beginner,No,21
MAP1447,ROLE058,SK217,Low,Beginner,No,22
MAP1448,ROLE058,SK218,Low,Beginner,No,23
MAP1449,ROLE058,SK219,Low,Beginner,No,24
MAP1450,ROLE058,SK220,Low,Beginner,No,25
MAP1451,ROLE059,SK219,High,Intermediate,Yes,1
MAP1452,ROLE059,SK220,High,Intermediate,Yes,2
MAP1453,ROLE059,SK221,High,Intermediate,Yes,3
MAP1454,ROLE059,SK222,High,Intermediate,Yes,4
MAP1455,ROLE059,SK223,High,Intermediate,Yes,5
MAP1456,ROLE059,SK224,Medium,Beginner,Yes,6
MAP1457,ROLE059,SK225,Medium,Beginner,Yes,7
MAP1458,ROLE059,SK226,Medium,Beginner,Yes,8
MAP1459,ROLE059,SK227,Medium,Beginner,Yes,9
MAP1460,ROLE059,SK228,Medium,Beginner,Yes,10
MAP1461,ROLE059,SK229,Medium,Beginner,Yes,11
MAP1462,ROLE059,SK230,Medium,Beginner,Yes,12
MAP1463,ROLE059,SK231,Medium,Beginner,Yes,13
MAP1464,ROLE059,SK232,Medium,Beginner,Yes,14
MAP1465,ROLE059,SK233,Medium,Beginner,Yes,15
MAP1466,ROLE059,SK234,Low,Beginner,No,16
MAP1467,ROLE059,SK235,Low,Beginner,No,17
MAP1468,ROLE059,SK236,Low,Beginner,No,18
MAP1469,ROLE059,SK237,Low,Beginner,No,19
MAP1470,ROLE059,SK238,Low,Beginner,No,20
MAP1471,ROLE059,SK239,Low,Beginner,No,21
MAP1472,ROLE059,SK240,Low,Beginner,No,22
MAP1473,ROLE059,SK241,Low,Beginner,No,23
MAP1474,ROLE059,SK242,Low,Beginner,No,24
MAP1475,ROLE059,SK243,Low,Beginner,No,25
MAP1476,ROLE060,SK242,High,Intermediate,Yes,1
MAP1477,ROLE060,SK243,High,Intermediate,Yes,2
MAP1478,ROLE060,SK244,High,Intermediate,Yes,3
MAP1479,ROLE060,SK245,High,Intermediate,Yes,4
MAP1480,ROLE060,SK246,High,Intermediate,Yes,5
MAP1481,ROLE060,SK247,Medium,Beginner,Yes,6
MAP1482,ROLE060,SK248,Medium,Beginner,Yes,7
MAP1483,ROLE060,SK249,Medium,Beginner,Yes,8
MAP1484,ROLE060,SK250,Medium,Beginner,Yes,9
MAP1485,ROLE060,SK251,Medium,Beginner,Yes,10
MAP1486,ROLE060,SK252,Medium,Beginner,Yes,11
MAP1487,ROLE060,SK253,Medium,Beginner,Yes,12
MAP1488,ROLE060,SK254,Medium,Beginner,Yes,13
MAP1489,ROLE060,SK255,Medium,Beginner,Yes,14
MAP1490,ROLE060,SK256,Medium,Beginner,Yes,15
MAP1491,ROLE060,SK257,Low,Beginner,No,16
MAP1492,ROLE060,SK258,Low,Beginner,No,17
MAP1493,ROLE060,SK259,Low,Beginner,No,18
MAP1494,ROLE060,SK260,Low,Beginner,No,19
MAP1495,ROLE060,SK261,Low,Beginner,No,20
MAP1496,ROLE060,SK262,Low,Beginner,No,21
MAP1497,ROLE060,SK263,Low,Beginner,No,22
MAP1498,ROLE060,SK264,Low,Beginner,No,23
MAP1499,ROLE060,SK265,Low,Beginner,No,24
MAP1500,ROLE060,SK266,Low,Beginner,No,25
