question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q01545,ROLE047,SK078,Explain the fundamentals of skill SK078 for ROLE047.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK078.","SK078, fundamentals, implementation, best practices",FAANG
Q01546,ROLE047,SK079,Explain the fundamentals of skill SK079 for ROLE047.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK079.","SK079, fundamentals, implementation, best practices",Startup
Q01547,ROLE047,SK080,Explain the fundamentals of skill SK080 for ROLE047.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK080.","SK080, fundamentals, implementation, best practices",Mid-size
Q01548,ROLE047,SK081,Explain the fundamentals of skill SK081 for ROLE047.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK081.","SK081, fundamentals, implementation, best practices",MNC
Q01549,ROLE047,SK082,Explain the fundamentals of skill SK082 for ROLE047.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK082.","SK082, fundamentals, implementation, best practices",FAANG
Q01550,ROLE047,SK083,Explain the fundamentals of skill SK083 for ROLE047.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK083.","SK083, fundamentals, implementation, best practices",Startup
Q01551,ROLE047,SK084,Explain the fundamentals of skill SK084 for ROLE047.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK084.","SK084, fundamentals, implementation, best practices",Mid-size
Q01552,ROLE048,SK059,Explain the fundamentals of skill SK059 for ROLE048.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK059.","SK059, fundamentals, implementation, best practices",Mid-size
Q01553,ROLE048,SK060,Explain the fundamentals of skill SK060 for ROLE048.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK060.","SK060, fundamentals, implementation, best practices",MNC
Q01554,ROLE048,SK061,Explain the fundamentals of skill SK061 for ROLE048.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK061.","SK061, fundamentals, implementation, best practices",FAANG
Q01555,ROLE048,SK062,Explain the fundamentals of skill SK062 for ROLE048.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK062.","SK062, fundamentals, implementation, best practices",Startup
Q01556,ROLE048,SK063,Explain the fundamentals of skill SK063 for ROLE048.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK063.","SK063, fundamentals, implementation, best practices",Mid-size
Q01557,ROLE048,SK064,Explain the fundamentals of skill SK064 for ROLE048.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK064.","SK064, fundamentals, implementation, best practices",MNC
Q01558,ROLE048,SK065,Explain the fundamentals of skill SK065 for ROLE048.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK065.","SK065, fundamentals, implementation, best practices",FAANG
Q01559,ROLE048,SK066,Explain the fundamentals of skill SK066 for ROLE048.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK066.","SK066, fundamentals, implementation, best practices",Startup
Q01560,ROLE048,SK067,Explain the fundamentals of skill SK067 for ROLE048.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK067.","SK067, fundamentals, implementation, best practices",Mid-size
Q01561,ROLE048,SK068,Explain the fundamentals of skill SK068 for ROLE048.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK068.","SK068, fundamentals, implementation, best practices",MNC
Q01562,ROLE048,SK069,Explain the fundamentals of skill SK069 for ROLE048.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK069.","SK069, fundamentals, implementation, best practices",FAANG
Q01563,ROLE048,SK070,Explain the fundamentals of skill SK070 for ROLE048.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK070.","SK070, fundamentals, implementation, best practices",Startup
Q01564,ROLE048,SK071,Explain the fundamentals of skill SK071 for ROLE048.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK071.","SK071, fundamentals, implementation, best practices",Mid-size
Q01565,ROLE048,SK072,Explain the fundamentals of skill SK072 for ROLE048.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK072.","SK072, fundamentals, implementation, best practices",MNC
Q01566,ROLE048,SK073,Explain the fundamentals of skill SK073 for ROLE048.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK073.","SK073, fundamentals, implementation, best practices",FAANG
Q01567,ROLE048,SK074,Explain the fundamentals of skill SK074 for ROLE048.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK074.","SK074, fundamentals, implementation, best practices",Startup
Q01568,ROLE048,SK075,Explain the fundamentals of skill SK075 for ROLE048.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK075.","SK075, fundamentals, implementation, best practices",Mid-size
Q01569,ROLE048,SK076,Explain the fundamentals of skill SK076 for ROLE048.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK076.","SK076, fundamentals, implementation, best practices",MNC
Q01570,ROLE048,SK077,Explain the fundamentals of skill SK077 for ROLE048.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK077.","SK077, fundamentals, implementation, best practices",FAANG
Q01571,ROLE048,SK078,Explain the fundamentals of skill SK078 for ROLE048.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK078.","SK078, fundamentals, implementation, best practices",Startup
Q01572,ROLE048,SK079,Explain the fundamentals of skill SK079 for ROLE048.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK079.","SK079, fundamentals, implementation, best practices",Mid-size
Q01573,ROLE048,SK080,Explain the fundamentals of skill SK080 for ROLE048.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK080.","SK080, fundamentals, implementation, best practices",MNC
Q01574,ROLE048,SK081,Explain the fundamentals of skill SK081 for ROLE048.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK081.","SK081, fundamentals, implementation, best practices",FAANG
Q01575,ROLE048,SK082,Explain the fundamentals of skill SK082 for ROLE048.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK082.","SK082, fundamentals, implementation, best practices",Startup
Q01576,ROLE048,SK083,Explain the fundamentals of skill SK083 for ROLE048.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK083.","SK083, fundamentals, implementation, best practices",Mid-size
Q01577,ROLE048,SK084,Explain the fundamentals of skill SK084 for ROLE048.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK084.","SK084, fundamentals, implementation, best practices",MNC
Q01578,ROLE048,SK085,Explain the fundamentals of skill SK085 for ROLE048.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK085.","SK085, fundamentals, implementation, best practices",FAANG
Q01579,ROLE048,SK086,Explain the fundamentals of skill SK086 for ROLE048.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK086.","SK086, fundamentals, implementation, best practices",Startup
Q01580,ROLE048,SK087,Explain the fundamentals of skill SK087 for ROLE048.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK087.","SK087, fundamentals, implementation, best practices",Mid-size
Q01581,ROLE048,SK088,Explain the fundamentals of skill SK088 for ROLE048.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK088.","SK088, fundamentals, implementation, best practices",MNC
Q01582,ROLE048,SK089,Explain the fundamentals of skill SK089 for ROLE048.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK089.","SK089, fundamentals, implementation, best practices",FAANG
Q01583,ROLE048,SK090,Explain the fundamentals of skill SK090 for ROLE048.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK090.","SK090, fundamentals, implementation, best practices",Startup
Q01584,ROLE048,SK091,Explain the fundamentals of skill SK091 for ROLE048.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK091.","SK091, fundamentals, implementation, best practices",Mid-size
Q01585,ROLE049,SK066,Explain the fundamentals of skill SK066 for ROLE049.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK066.","SK066, fundamentals, implementation, best practices",Mid-size
Q01586,ROLE049,SK067,Explain the fundamentals of skill SK067 for ROLE049.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK067.","SK067, fundamentals, implementation, best practices",MNC
Q01587,ROLE049,SK068,Explain the fundamentals of skill SK068 for ROLE049.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK068.","SK068, fundamentals, implementation, best practices",FAANG
Q01588,ROLE049,SK069,Explain the fundamentals of skill SK069 for ROLE049.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK069.","SK069, fundamentals, implementation, best practices",Startup
Q01589,ROLE049,SK070,Explain the fundamentals of skill SK070 for ROLE049.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK070.","SK070, fundamentals, implementation, best practices",Mid-size
Q01590,ROLE049,SK071,Explain the fundamentals of skill SK071 for ROLE049.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK071.","SK071, fundamentals, implementation, best practices",MNC
Q01591,ROLE049,SK072,Explain the fundamentals of skill SK072 for ROLE049.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK072.","SK072, fundamentals, implementation, best practices",FAANG
Q01592,ROLE049,SK073,Explain the fundamentals of skill SK073 for ROLE049.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK073.","SK073, fundamentals, implementation, best practices",Startup
Q01593,ROLE049,SK074,Explain the fundamentals of skill SK074 for ROLE049.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK074.","SK074, fundamentals, implementation, best practices",Mid-size
Q01594,ROLE049,SK075,Explain the fundamentals of skill SK075 for ROLE049.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK075.","SK075, fundamentals, implementation, best practices",MNC
Q01595,ROLE049,SK076,Explain the fundamentals of skill SK076 for ROLE049.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK076.","SK076, fundamentals, implementation, best practices",FAANG
Q01596,ROLE049,SK077,Explain the fundamentals of skill SK077 for ROLE049.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK077.","SK077, fundamentals, implementation, best practices",Startup
Q01597,ROLE049,SK078,Explain the fundamentals of skill SK078 for ROLE049.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK078.","SK078, fundamentals, implementation, best practices",Mid-size
Q01598,ROLE049,SK079,Explain the fundamentals of skill SK079 for ROLE049.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK079.","SK079, fundamentals, implementation, best practices",MNC
Q01599,ROLE049,SK080,Explain the fundamentals of skill SK080 for ROLE049.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK080.","SK080, fundamentals, implementation, best practices",FAANG
Q01600,ROLE049,SK081,Explain the fundamentals of skill SK081 for ROLE049.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK081.","SK081, fundamentals, implementation, best practices",Startup
Q01601,ROLE049,SK082,Explain the fundamentals of skill SK082 for ROLE049.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK082.","SK082, fundamentals, implementation, best practices",Mid-size
Q01602,ROLE049,SK083,Explain the fundamentals of skill SK083 for ROLE049.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK083.","SK083, fundamentals, implementation, best practices",MNC
Q01603,ROLE049,SK084,Explain the fundamentals of skill SK084 for ROLE049.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK084.","SK084, fundamentals, implementation, best practices",FAANG
Q01604,ROLE049,SK085,Explain the fundamentals of skill SK085 for ROLE049.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK085.","SK085, fundamentals, implementation, best practices",Startup
Q01605,ROLE049,SK086,Explain the fundamentals of skill SK086 for ROLE049.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK086.","SK086, fundamentals, implementation, best practices",Mid-size
Q01606,ROLE049,SK087,Explain the fundamentals of skill SK087 for ROLE049.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK087.","SK087, fundamentals, implementation, best practices",MNC
Q01607,ROLE049,SK088,Explain the fundamentals of skill SK088 for ROLE049.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK088.","SK088, fundamentals, implementation, best practices",FAANG
Q01608,ROLE049,SK089,Explain the fundamentals of skill SK089 for ROLE049.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK089.","SK089, fundamentals, implementation, best practices",Startup
Q01609,ROLE049,SK090,Explain the fundamentals of skill SK090 for ROLE049.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK090.","SK090, fundamentals, implementation, best practices",Mid-size
Q01610,ROLE049,SK091,Explain the fundamentals of skill SK091 for ROLE049.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK091.","SK091, fundamentals, implementation, best practices",MNC
Q01611,ROLE049,SK092,Explain the fundamentals of skill SK092 for ROLE049.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK092.","SK092, fundamentals, implementation, best practices",FAANG
Q01612,ROLE049,SK093,Explain the fundamentals of skill SK093 for ROLE049.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK093.","SK093, fundamentals, implementation, best practices",Startup
Q01613,ROLE049,SK094,Explain the fundamentals of skill SK094 for ROLE049.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK094.","SK094, fundamentals, implementation, best practices",Mid-size
Q01614,ROLE049,SK095,Explain the fundamentals of skill SK095 for ROLE049.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK095.","SK095, fundamentals, implementation, best practices",MNC
Q01615,ROLE049,SK096,Explain the fundamentals of skill SK096 for ROLE049.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK096.","SK096, fundamentals, implementation, best practices",FAANG
Q01616,ROLE049,SK097,Explain the fundamentals of skill SK097 for ROLE049.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK097.","SK097, fundamentals, implementation, best practices",Startup
Q01617,ROLE049,SK098,Explain the fundamentals of skill SK098 for ROLE049.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK098.","SK098, fundamentals, implementation, best practices",Mid-size
Q01618,ROLE050,SK073,Explain the fundamentals of skill SK073 for ROLE050.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK073.","SK073, fundamentals, implementation, best practices",Mid-size
Q01619,ROLE050,SK074,Explain the fundamentals of skill SK074 for ROLE050.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK074.","SK074, fundamentals, implementation, best practices",MNC
Q01620,ROLE050,SK075,Explain the fundamentals of skill SK075 for ROLE050.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK075.","SK075, fundamentals, implementation, best practices",FAANG
Q01621,ROLE050,SK076,Explain the fundamentals of skill SK076 for ROLE050.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK076.","SK076, fundamentals, implementation, best practices",Startup
Q01622,ROLE050,SK077,Explain the fundamentals of skill SK077 for ROLE050.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK077.","SK077, fundamentals, implementation, best practices",Mid-size
Q01623,ROLE050,SK078,Explain the fundamentals of skill SK078 for ROLE050.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK078.","SK078, fundamentals, implementation, best practices",MNC
Q01624,ROLE050,SK079,Explain the fundamentals of skill SK079 for ROLE050.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK079.","SK079, fundamentals, implementation, best practices",FAANG
Q01625,ROLE050,SK080,Explain the fundamentals of skill SK080 for ROLE050.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK080.","SK080, fundamentals, implementation, best practices",Startup
Q01626,ROLE050,SK081,Explain the fundamentals of skill SK081 for ROLE050.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK081.","SK081, fundamentals, implementation, best practices",Mid-size
Q01627,ROLE050,SK082,Explain the fundamentals of skill SK082 for ROLE050.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK082.","SK082, fundamentals, implementation, best practices",MNC
Q01628,ROLE050,SK083,Explain the fundamentals of skill SK083 for ROLE050.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK083.","SK083, fundamentals, implementation, best practices",FAANG
Q01629,ROLE050,SK084,Explain the fundamentals of skill SK084 for ROLE050.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK084.","SK084, fundamentals, implementation, best practices",Startup
Q01630,ROLE050,SK085,Explain the fundamentals of skill SK085 for ROLE050.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK085.","SK085, fundamentals, implementation, best practices",Mid-size
Q01631,ROLE050,SK086,Explain the fundamentals of skill SK086 for ROLE050.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK086.","SK086, fundamentals, implementation, best practices",MNC
Q01632,ROLE050,SK087,Explain the fundamentals of skill SK087 for ROLE050.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK087.","SK087, fundamentals, implementation, best practices",FAANG
Q01633,ROLE050,SK088,Explain the fundamentals of skill SK088 for ROLE050.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK088.","SK088, fundamentals, implementation, best practices",Startup
Q01634,ROLE050,SK089,Explain the fundamentals of skill SK089 for ROLE050.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK089.","SK089, fundamentals, implementation, best practices",Mid-size
Q01635,ROLE050,SK090,Explain the fundamentals of skill SK090 for ROLE050.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK090.","SK090, fundamentals, implementation, best practices",MNC
Q01636,ROLE050,SK091,Explain the fundamentals of skill SK091 for ROLE050.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK091.","SK091, fundamentals, implementation, best practices",FAANG
Q01637,ROLE050,SK092,Explain the fundamentals of skill SK092 for ROLE050.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK092.","SK092, fundamentals, implementation, best practices",Startup
Q01638,ROLE050,SK093,Explain the fundamentals of skill SK093 for ROLE050.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK093.","SK093, fundamentals, implementation, best practices",Mid-size
Q01639,ROLE050,SK094,Explain the fundamentals of skill SK094 for ROLE050.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK094.","SK094, fundamentals, implementation, best practices",MNC
Q01640,ROLE050,SK095,Explain the fundamentals of skill SK095 for ROLE050.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK095.","SK095, fundamentals, implementation, best practices",FAANG
Q01641,ROLE050,SK096,Explain the fundamentals of skill SK096 for ROLE050.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK096.","SK096, fundamentals, implementation, best practices",Startup
Q01642,ROLE050,SK097,Explain the fundamentals of skill SK097 for ROLE050.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK097.","SK097, fundamentals, implementation, best practices",Mid-size
Q01643,ROLE050,SK098,Explain the fundamentals of skill SK098 for ROLE050.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK098.","SK098, fundamentals, implementation, best practices",MNC
Q01644,ROLE050,SK099,Explain the fundamentals of skill SK099 for ROLE050.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK099.","SK099, fundamentals, implementation, best practices",FAANG
Q01645,ROLE050,SK100,Explain the fundamentals of skill SK100 for ROLE050.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK100.","SK100, fundamentals, implementation, best practices",Startup
Q01646,ROLE050,SK101,Explain the fundamentals of skill SK101 for ROLE050.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK101.","SK101, fundamentals, implementation, best practices",Mid-size
Q01647,ROLE050,SK102,Explain the fundamentals of skill SK102 for ROLE050.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK102.","SK102, fundamentals, implementation, best practices",MNC
Q01648,ROLE050,SK103,Explain the fundamentals of skill SK103 for ROLE050.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK103.","SK103, fundamentals, implementation, best practices",FAANG
Q01649,ROLE050,SK104,Explain the fundamentals of skill SK104 for ROLE050.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK104.","SK104, fundamentals, implementation, best practices",Startup
Q01650,ROLE050,SK105,Explain the fundamentals of skill SK105 for ROLE050.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK105.","SK105, fundamentals, implementation, best practices",Mid-size
Q01651,ROLE051,SK080,Explain the fundamentals of skill SK080 for ROLE051.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK080.","SK080, fundamentals, implementation, best practices",Mid-size
Q01652,ROLE051,SK081,Explain the fundamentals of skill SK081 for ROLE051.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK081.","SK081, fundamentals, implementation, best practices",MNC
Q01653,ROLE051,SK082,Explain the fundamentals of skill SK082 for ROLE051.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK082.","SK082, fundamentals, implementation, best practices",FAANG
Q01654,ROLE051,SK083,Explain the fundamentals of skill SK083 for ROLE051.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK083.","SK083, fundamentals, implementation, best practices",Startup
Q01655,ROLE051,SK084,Explain the fundamentals of skill SK084 for ROLE051.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK084.","SK084, fundamentals, implementation, best practices",Mid-size
Q01656,ROLE051,SK085,Explain the fundamentals of skill SK085 for ROLE051.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK085.","SK085, fundamentals, implementation, best practices",MNC
Q01657,ROLE051,SK086,Explain the fundamentals of skill SK086 for ROLE051.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK086.","SK086, fundamentals, implementation, best practices",FAANG
Q01658,ROLE051,SK087,Explain the fundamentals of skill SK087 for ROLE051.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK087.","SK087, fundamentals, implementation, best practices",Startup
Q01659,ROLE051,SK088,Explain the fundamentals of skill SK088 for ROLE051.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK088.","SK088, fundamentals, implementation, best practices",Mid-size
Q01660,ROLE051,SK089,Explain the fundamentals of skill SK089 for ROLE051.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK089.","SK089, fundamentals, implementation, best practices",MNC
Q01661,ROLE051,SK090,Explain the fundamentals of skill SK090 for ROLE051.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK090.","SK090, fundamentals, implementation, best practices",FAANG
Q01662,ROLE051,SK091,Explain the fundamentals of skill SK091 for ROLE051.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK091.","SK091, fundamentals, implementation, best practices",Startup
Q01663,ROLE051,SK092,Explain the fundamentals of skill SK092 for ROLE051.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK092.","SK092, fundamentals, implementation, best practices",Mid-size
Q01664,ROLE051,SK093,Explain the fundamentals of skill SK093 for ROLE051.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK093.","SK093, fundamentals, implementation, best practices",MNC
Q01665,ROLE051,SK094,Explain the fundamentals of skill SK094 for ROLE051.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK094.","SK094, fundamentals, implementation, best practices",FAANG
Q01666,ROLE051,SK095,Explain the fundamentals of skill SK095 for ROLE051.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK095.","SK095, fundamentals, implementation, best practices",Startup
Q01667,ROLE051,SK096,Explain the fundamentals of skill SK096 for ROLE051.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK096.","SK096, fundamentals, implementation, best practices",Mid-size
Q01668,ROLE051,SK097,Explain the fundamentals of skill SK097 for ROLE051.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK097.","SK097, fundamentals, implementation, best practices",MNC
Q01669,ROLE051,SK098,Explain the fundamentals of skill SK098 for ROLE051.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK098.","SK098, fundamentals, implementation, best practices",FAANG
Q01670,ROLE051,SK099,Explain the fundamentals of skill SK099 for ROLE051.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK099.","SK099, fundamentals, implementation, best practices",Startup
Q01671,ROLE051,SK100,Explain the fundamentals of skill SK100 for ROLE051.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK100.","SK100, fundamentals, implementation, best practices",Mid-size
Q01672,ROLE051,SK101,Explain the fundamentals of skill SK101 for ROLE051.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK101.","SK101, fundamentals, implementation, best practices",MNC
Q01673,ROLE051,SK102,Explain the fundamentals of skill SK102 for ROLE051.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK102.","SK102, fundamentals, implementation, best practices",FAANG
